Region,cluster_label,urbanisation_degree,education_level,age_class,sex,commute_bin,percentage
Croatia,Low-HO,Total,ISCED 5–8,50-74,female,percentage_1_14,38.64
France,Mid-HO,Total,ISCED 0–2,35-49,male,percentage_1_14,31.10
Poland,Mid-HO,Total,ISCED 0–2,15-34,male,percentage_1_14,19.64
Belgium,High-HO,Towns and suburbs,ISCED 5–8,50-74,male,percentage_1_14,15.43
Denmark,High-HO,Towns and suburbs,All ISCED 2011 levels,35-49,male,percentage_1_14,23.10
Belgium,High-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_1_14,24.02
Belgium,High-HO,Total,ISCED 3–4,15-34,female,percentage_1_14,29.66
Slovenia,Mid-HO,Rural areas,ISCED 3–4,15-34,male,percentage_1_14,26.85
Netherlands,High-HO,Towns and suburbs,ISCED 3–4,50-74,female,percentage_1_14,33.66
Greece,Low-HO,Towns and suburbs,ISCED 3–4,15-34,female,percentage_1_14,37.98
Germany,Mid-HO,Towns and suburbs,ISCED 5–8,50-74,male,percentage_1_14,3.16
Spain,Low-HO,Rural areas,ISCED 3–4,50-74,male,percentage_1_14,55.11
Lithuania,Low-HO,Rural areas,ISCED 5–8,35-49,female,percentage_1_14,32.60
Austria,Mid-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_1_14,24.01
Finland,High-HO,Cities,All ISCED 2011 levels,35-49,female,percentage_1_14,18.15
Türkiye,Low-HO,No response,ISCED 5–8,50-74,female,percentage_1_14,37.59
Denmark,High-HO,Total,All ISCED 2011 levels,50-74,male,percentage_1_14,41.66
Türkiye,Low-HO,No response,ISCED 5–8,50-74,male,percentage_1_14,30.05
Ireland,Mid-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_1_14,29.07
Greece,Low-HO,Rural areas,All ISCED 2011 levels,50-74,female,percentage_1_14,89.92
Croatia,Low-HO,Total,ISCED 3–4,35-49,female,percentage_1_14,27.39
Portugal,Mid-HO,Rural areas,ISCED 0–2,50-74,male,percentage_1_14,48.44
Greece,Low-HO,Rural areas,ISCED 0–2,35-49,male,percentage_1_14,59.11
Estonia,Mid-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_1_14,32.77
Ireland,Mid-HO,Total,ISCED 5–8,35-49,male,percentage_1_14,15.31
Romania,Low-HO,Rural areas,ISCED 3–4,15-34,female,percentage_1_14,23.38
Türkiye,Low-HO,No response,ISCED 3–4,35-49,female,percentage_1_14,28.30
Italy,Low-HO,Total,ISCED 0–2,50-74,male,percentage_1_14,44.48
Finland,High-HO,Cities,ISCED 5–8,35-49,female,percentage_1_14,24.33
Latvia,Low-HO,Total,All ISCED 2011 levels,15-34,female,percentage_1_14,16.86
Portugal,Mid-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_1_14,29.91
Germany,Mid-HO,Rural areas,ISCED 3–4,15-34,male,percentage_1_14,30.61
Germany,Mid-HO,Total,All ISCED 2011 levels,35-49,male,percentage_1_14,24.07
Belgium,High-HO,Total,ISCED 5–8,50-74,female,percentage_1_14,21.50
Belgium,High-HO,Total,ISCED 0–2,15-34,male,percentage_1_14,23.67
Denmark,High-HO,Total,ISCED 0–2,35-49,male,percentage_1_14,41.47
Türkiye,Low-HO,No response,ISCED 5–8,35-49,male,percentage_1_14,26.92
Czechia,Low-HO,Total,ISCED 0–2,50-74,female,percentage_1_14,31.37
Slovakia,Low-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_1_14,18.20
Sweden,High-HO,Rural areas,ISCED 3–4,50-74,male,percentage_1_14,51.14
Belgium,High-HO,Total,ISCED 5–8,50-74,male,percentage_1_14,18.91
Poland,Mid-HO,Total,ISCED 3–4,15-34,female,percentage_1_14,24.04
Italy,Low-HO,Total,ISCED 3–4,35-49,male,percentage_1_14,37.48
Greece,Low-HO,Towns and suburbs,ISCED 5–8,50-74,female,percentage_1_14,50.00
Greece,Low-HO,Towns and suburbs,ISCED 5–8,15-34,male,percentage_1_14,49.55
Spain,Low-HO,Towns and suburbs,ISCED 0–2,50-74,female,percentage_1_14,52.67
Italy,Low-HO,Cities,ISCED 3–4,50-74,male,percentage_1_14,4.51
Portugal,Mid-HO,Rural areas,All ISCED 2011 levels,50-74,female,percentage_1_14,12.76
Italy,Low-HO,Total,ISCED 5–8,15-34,male,percentage_1_14,25.99
Portugal,Mid-HO,Rural areas,ISCED 0–2,35-49,male,percentage_1_14,49.34
France,Mid-HO,Total,ISCED 5–8,15-34,male,percentage_1_14,2.23
Denmark,High-HO,Towns and suburbs,ISCED 5–8,35-49,male,percentage_1_14,27.98
Slovakia,Low-HO,Total,All ISCED 2011 levels,15-34,female,percentage_1_14,19.73
Spain,Low-HO,Total,All ISCED 2011 levels,50-74,female,percentage_1_14,35.51
Austria,Mid-HO,Rural areas,ISCED 3–4,35-49,male,percentage_1_14,4.56
Slovakia,Low-HO,Towns and suburbs,ISCED 3–4,35-49,female,percentage_1_14,31.26
Czechia,Low-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_1_14,29.79
Cyprus,Low-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_1_14,32.19
Lithuania,Low-HO,Total,ISCED 5–8,35-49,male,percentage_1_14,16.72
Latvia,Low-HO,Total,All ISCED 2011 levels,35-49,female,percentage_1_14,2.16
Croatia,Low-HO,Total,ISCED 0–2,50-74,male,percentage_1_14,33.64
Belgium,High-HO,Total,ISCED 3–4,50-74,male,percentage_1_14,23.06
Latvia,Low-HO,Total,ISCED 5–8,50-74,male,percentage_1_14,15.61
Hungary,Low-HO,Cities,ISCED 3–4,35-49,male,percentage_1_14,11.43
Austria,Mid-HO,Cities,ISCED 5–8,35-49,male,percentage_1_14,1.88
Spain,Low-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_1_14,52.05
Belgium,High-HO,Towns and suburbs,All ISCED 2011 levels,15-34,male,percentage_1_14,21.13
Spain,Low-HO,Towns and suburbs,ISCED 3–4,35-49,female,percentage_1_14,46.14
Austria,Mid-HO,Total,ISCED 0–2,15-34,female,percentage_1_14,40.15
Lithuania,Low-HO,Cities,ISCED 5–8,15-34,male,percentage_1_14,14.54
Denmark,High-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_1_14,2.53
Lithuania,Low-HO,Rural areas,All ISCED 2011 levels,50-74,female,percentage_1_14,33.93
Portugal,Mid-HO,Towns and suburbs,ISCED 3–4,15-34,female,percentage_1_14,49.87
Hungary,Low-HO,Total,ISCED 3–4,50-74,female,percentage_1_14,30.45
Finland,High-HO,Rural areas,All ISCED 2011 levels,50-74,female,percentage_1_14,50.94
Lithuania,Low-HO,Towns and suburbs,All ISCED 2011 levels,50-74,male,percentage_1_14,27.19
Netherlands,High-HO,Total,ISCED 5–8,15-34,male,percentage_1_14,15.52
Portugal,Mid-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_1_14,57.67
Romania,Low-HO,Towns and suburbs,All ISCED 2011 levels,15-34,male,percentage_1_14,18.98
Denmark,High-HO,Rural areas,ISCED 0–2,50-74,female,percentage_1_14,33.12
Slovenia,Mid-HO,Rural areas,ISCED 5–8,35-49,female,percentage_1_14,27.05
Finland,High-HO,Total,All ISCED 2011 levels,50-74,male,percentage_1_14,36.32
France,Mid-HO,Total,ISCED 0–2,15-34,male,percentage_1_14,33.65
Austria,Mid-HO,Cities,ISCED 3–4,35-49,female,percentage_1_14,18.46
Bulgaria,Low-HO,Total,ISCED 3–4,15-34,female,percentage_1_14,17.52
Czechia,Low-HO,Total,All ISCED 2011 levels,35-49,male,percentage_1_14,20.34
Slovenia,Mid-HO,Total,All ISCED 2011 levels,35-49,female,percentage_1_14,37.48
Denmark,High-HO,Total,ISCED 0–2,50-74,male,percentage_1_14,43.18
Poland,Mid-HO,Rural areas,ISCED 5–8,50-74,male,percentage_1_14,35.10
Portugal,Mid-HO,Total,All ISCED 2011 levels,15-34,male,percentage_1_14,50.08
Belgium,High-HO,Towns and suburbs,All ISCED 2011 levels,50-74,male,percentage_1_14,24.79
France,Mid-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_1_14,43.79
Ireland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,50-74,female,percentage_1_14,46.49
Hungary,Low-HO,Total,ISCED 0–2,35-49,male,percentage_1_14,24.88
Slovakia,Low-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_1_14,17.98
Czechia,Low-HO,Towns and suburbs,All ISCED 2011 levels,35-49,male,percentage_1_14,26.34
Slovakia,Low-HO,Total,ISCED 3–4,35-49,male,percentage_1_14,20.55
Italy,Low-HO,Rural areas,ISCED 5–8,15-34,female,percentage_1_14,33.14
Slovakia,Low-HO,Cities,All ISCED 2011 levels,35-49,female,percentage_1_14,36.38
Croatia,Low-HO,Towns and suburbs,ISCED 3–4,50-74,male,percentage_1_14,50.88
Netherlands,High-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_1_14,32.13
Netherlands,High-HO,Cities,ISCED 0–2,50-74,female,percentage_1_14,37.90
Netherlands,High-HO,Cities,ISCED 3–4,15-34,female,percentage_1_14,35.39
Netherlands,High-HO,Total,ISCED 0–2,35-49,male,percentage_1_14,24.13
France,Mid-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_1_14,23.12
Netherlands,High-HO,Rural areas,ISCED 5–8,35-49,female,percentage_1_14,21.46
Italy,Low-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_1_14,31.09
Portugal,Mid-HO,Total,ISCED 3–4,15-34,female,percentage_1_14,7.13
Spain,Low-HO,Rural areas,ISCED 5–8,50-74,male,percentage_1_14,51.65
Netherlands,High-HO,Total,All ISCED 2011 levels,15-34,female,percentage_1_14,32.91
Germany,Mid-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_1_14,24.44
Croatia,Low-HO,Total,ISCED 0–2,50-74,female,percentage_1_14,3.37
Croatia,Low-HO,Cities,ISCED 3–4,35-49,female,percentage_1_14,21.39
Denmark,High-HO,Cities,ISCED 5–8,50-74,male,percentage_1_14,18.15
Bulgaria,Low-HO,Total,ISCED 5–8,15-34,female,percentage_1_14,11.96
Belgium,High-HO,Total,ISCED 5–8,35-49,male,percentage_1_14,15.98
Latvia,Low-HO,Total,ISCED 3–4,50-74,male,percentage_1_14,27.90
Greece,Low-HO,Total,ISCED 0–2,15-34,male,percentage_1_14,47.68
Italy,Low-HO,Cities,ISCED 5–8,35-49,female,percentage_1_14,31.78
Greece,Low-HO,Rural areas,ISCED 3–4,50-74,male,percentage_1_14,56.26
Spain,Low-HO,Total,ISCED 5–8,35-49,male,percentage_1_14,34.12
Romania,Low-HO,Towns and suburbs,All ISCED 2011 levels,50-74,female,percentage_1_14,31.78
Lithuania,Low-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_1_14,31.77
Sweden,High-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_1_14,89.47
Romania,Low-HO,Towns and suburbs,ISCED 3–4,15-34,female,percentage_1_14,24.75
Sweden,High-HO,Total,All ISCED 2011 levels,15-34,male,percentage_1_14,30.72
Latvia,Low-HO,Total,ISCED 5–8,15-34,female,percentage_1_14,18.42
Romania,Low-HO,Cities,ISCED 3–4,35-49,male,percentage_1_14,5.44
Luxembourg,High-HO,Total,All ISCED 2011 levels,35-49,female,percentage_1_14,16.67
Netherlands,High-HO,Total,ISCED 5–8,35-49,female,percentage_1_14,21.17
Poland,Mid-HO,Rural areas,ISCED 5–8,50-74,female,percentage_1_14,37.14
Finland,High-HO,Rural areas,ISCED 5–8,35-49,male,percentage_1_14,33.45
Austria,Mid-HO,Total,ISCED 3–4,50-74,female,percentage_1_14,40.18
Poland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,15-34,male,percentage_1_14,53.48
Belgium,High-HO,Towns and suburbs,ISCED 3–4,50-74,female,percentage_1_14,29.63
Spain,Low-HO,Towns and suburbs,ISCED 5–8,50-74,male,percentage_1_14,37.51
Croatia,Low-HO,Rural areas,All ISCED 2011 levels,15-34,male,percentage_1_14,24.22
Bulgaria,Low-HO,Total,All ISCED 2011 levels,35-49,female,percentage_1_14,30.46
Romania,Low-HO,Cities,ISCED 5–8,50-74,female,percentage_1_14,11.06
Romania,Low-HO,Rural areas,ISCED 0–2,15-34,female,percentage_1_14,8.47
Belgium,High-HO,Total,ISCED 3–4,35-49,female,percentage_1_14,29.52
Croatia,Low-HO,Cities,ISCED 3–4,35-49,male,percentage_1_14,23.54
Czechia,Low-HO,Towns and suburbs,ISCED 3–4,50-74,male,percentage_1_14,27.12
Croatia,Low-HO,Total,ISCED 5–8,35-49,male,percentage_1_14,2.47
Belgium,High-HO,Towns and suburbs,All ISCED 2011 levels,35-49,male,percentage_1_14,32.65
Hungary,Low-HO,Total,ISCED 5–8,15-34,male,percentage_1_14,16.68
Bulgaria,Low-HO,Total,ISCED 0–2,50-74,female,percentage_1_14,34.09
Bulgaria,Low-HO,Total,ISCED 5–8,35-49,male,percentage_1_14,15.65
Belgium,High-HO,Cities,All ISCED 2011 levels,35-49,female,percentage_1_14,30.23
Romania,Low-HO,Cities,ISCED 3–4,15-34,male,percentage_1_14,7.79
Ireland,Mid-HO,Total,ISCED 0–2,50-74,male,percentage_1_14,5.82
Portugal,Mid-HO,Total,ISCED 0–2,35-49,female,percentage_1_14,9.04
Germany,Mid-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_1_14,35.87
Portugal,Mid-HO,Rural areas,All ISCED 2011 levels,15-34,male,percentage_1_14,8.39
Ireland,Mid-HO,Cities,ISCED 5–8,15-34,female,percentage_1_14,14.58
Portugal,Mid-HO,Cities,ISCED 5–8,35-49,female,percentage_1_14,36.47
Belgium,High-HO,Rural areas,All ISCED 2011 levels,15-34,male,percentage_1_14,21.47
Czechia,Low-HO,Cities,All ISCED 2011 levels,35-49,female,percentage_1_14,1.92
Portugal,Mid-HO,Cities,ISCED 0–2,50-74,female,percentage_1_14,37.17
Italy,Low-HO,Rural areas,ISCED 0–2,50-74,male,percentage_1_14,49.91
Sweden,High-HO,Towns and suburbs,All ISCED 2011 levels,50-74,female,percentage_1_14,39.89
Denmark,High-HO,Total,ISCED 0–2,15-34,female,percentage_1_14,45.79
Netherlands,High-HO,Total,ISCED 5–8,35-49,male,percentage_1_14,18.99
Netherlands,High-HO,Cities,ISCED 5–8,15-34,female,percentage_1_14,22.29
Sweden,High-HO,Total,ISCED 3–4,50-74,female,percentage_1_14,5.30
Belgium,High-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_1_14,18.94
Slovenia,Mid-HO,Rural areas,All ISCED 2011 levels,15-34,male,percentage_1_14,33.89
Czechia,Low-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_1_14,34.19
Hungary,Low-HO,Cities,All ISCED 2011 levels,35-49,female,percentage_1_14,11.78
Ireland,Mid-HO,Towns and suburbs,ISCED 5–8,15-34,male,percentage_1_14,28.96
Sweden,High-HO,Total,All ISCED 2011 levels,50-74,female,percentage_1_14,30.84
Croatia,Low-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_1_14,47.16
Belgium,High-HO,Total,ISCED 5–8,35-49,female,percentage_1_14,2.83
Poland,Mid-HO,Total,ISCED 3–4,50-74,female,percentage_1_14,29.02
Croatia,Low-HO,Rural areas,ISCED 3–4,35-49,male,percentage_1_14,32.97
Belgium,High-HO,Towns and suburbs,ISCED 3–4,15-34,female,percentage_1_14,27.84
Austria,Mid-HO,Cities,ISCED 5–8,35-49,female,percentage_1_14,17.27
Austria,Mid-HO,Total,ISCED 5–8,35-49,male,percentage_1_14,25.12
Lithuania,Low-HO,Total,All ISCED 2011 levels,50-74,male,percentage_1_14,35.54
Austria,Mid-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_1_14,39.73
Finland,High-HO,Towns and suburbs,All ISCED 2011 levels,15-34,female,percentage_1_14,45.44
Slovakia,Low-HO,Towns and suburbs,ISCED 3–4,50-74,male,percentage_1_14,78.45
Finland,High-HO,Total,All ISCED 2011 levels,15-34,female,percentage_1_14,29.95
Germany,Mid-HO,Total,ISCED 3–4,50-74,male,percentage_1_14,27.56
Lithuania,Low-HO,Total,ISCED 3–4,35-49,female,percentage_1_14,30.94
Netherlands,High-HO,Total,ISCED 0–2,15-34,male,percentage_1_14,67.31
Estonia,Mid-HO,Total,ISCED 3–4,50-74,male,percentage_1_14,46.01
Denmark,High-HO,Total,ISCED 3–4,50-74,male,percentage_1_14,29.19
Spain,Low-HO,Towns and suburbs,ISCED 3–4,50-74,male,percentage_1_14,42.92
Czechia,Low-HO,Cities,ISCED 3–4,15-34,male,percentage_1_14,16.61
Belgium,High-HO,Rural areas,ISCED 3–4,15-34,male,percentage_1_14,2.86
Spain,Low-HO,Rural areas,ISCED 3–4,15-34,female,percentage_1_14,53.25
Türkiye,Low-HO,Total,ISCED 3–4,35-49,male,percentage_1_14,32.22
Czechia,Low-HO,Towns and suburbs,ISCED 5–8,15-34,female,percentage_1_14,22.30
Greece,Low-HO,Total,All ISCED 2011 levels,15-34,female,percentage_1_14,35.06
Czechia,Low-HO,Total,ISCED 0–2,35-49,male,percentage_1_14,34.85
Czechia,Low-HO,Total,All ISCED 2011 levels,35-49,female,percentage_1_14,25.11
Netherlands,High-HO,Rural areas,ISCED 0–2,15-34,male,percentage_1_14,62.26
Hungary,Low-HO,Total,All ISCED 2011 levels,35-49,male,percentage_1_14,18.82
Poland,Mid-HO,Rural areas,ISCED 3–4,15-34,male,percentage_1_14,3.40
Hungary,Low-HO,Total,All ISCED 2011 levels,50-74,female,percentage_1_14,51.61
Sweden,High-HO,Towns and suburbs,All ISCED 2011 levels,50-74,male,percentage_1_14,42.94
Ireland,Mid-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_1_14,13.84
Denmark,High-HO,Towns and suburbs,ISCED 5–8,35-49,female,percentage_1_14,28.45
Czechia,Low-HO,Cities,ISCED 5–8,35-49,female,percentage_1_14,12.12
Romania,Low-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_1_14,15.20
Finland,High-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_1_14,35.26
Greece,Low-HO,Total,All ISCED 2011 levels,15-34,male,percentage_1_14,41.55
Netherlands,High-HO,Cities,ISCED 5–8,35-49,female,percentage_1_14,20.79
Latvia,Low-HO,Total,ISCED 3–4,15-34,female,percentage_1_14,17.97
Spain,Low-HO,Total,ISCED 0–2,35-49,female,percentage_1_14,42.20
Croatia,Low-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_1_14,30.47
Slovakia,Low-HO,Rural areas,All ISCED 2011 levels,50-74,female,percentage_1_14,32.00
Hungary,Low-HO,Total,ISCED 5–8,35-49,male,percentage_1_14,11.80
Germany,Mid-HO,Towns and suburbs,ISCED 3–4,35-49,male,percentage_1_14,29.59
Latvia,Low-HO,Total,ISCED 3–4,50-74,female,percentage_1_14,32.96
Türkiye,Low-HO,No response,ISCED 3–4,50-74,male,percentage_1_14,34.51
Italy,Low-HO,Total,ISCED 5–8,50-74,male,percentage_1_14,40.98
Croatia,Low-HO,Total,All ISCED 2011 levels,35-49,female,percentage_1_14,25.40
Türkiye,Low-HO,No response,ISCED 3–4,50-74,female,percentage_1_14,31.71
Portugal,Mid-HO,Cities,All ISCED 2011 levels,35-49,female,percentage_1_14,42.74
Austria,Mid-HO,Cities,ISCED 5–8,15-34,male,percentage_1_14,21.55
Ireland,Mid-HO,Total,ISCED 0–2,35-49,male,percentage_1_14,30.35
Croatia,Low-HO,Towns and suburbs,ISCED 3–4,35-49,male,percentage_1_14,5.42
Germany,Mid-HO,Towns and suburbs,All ISCED 2011 levels,50-74,female,percentage_1_14,39.16
Spain,Low-HO,Total,ISCED 0–2,50-74,female,percentage_1_14,49.26
Bulgaria,Low-HO,Towns and suburbs,All ISCED 2011 levels,50-74,male,percentage_1_14,22.40
Bulgaria,Low-HO,Total,All ISCED 2011 levels,50-74,female,percentage_1_14,21.25
Finland,High-HO,Towns and suburbs,ISCED 5–8,35-49,male,percentage_1_14,35.50
Hungary,Low-HO,Total,ISCED 0–2,35-49,female,percentage_1_14,28.73
Italy,Low-HO,Towns and suburbs,ISCED 3–4,15-34,female,percentage_1_14,47.53
Italy,Low-HO,Towns and suburbs,ISCED 5–8,15-34,female,percentage_1_14,37.73
Austria,Mid-HO,Total,All ISCED 2011 levels,15-34,male,percentage_1_14,29.44
Greece,Low-HO,Cities,ISCED 5–8,50-74,male,percentage_1_14,31.45
Finland,High-HO,Total,All ISCED 2011 levels,15-34,male,percentage_1_14,34.27
Romania,Low-HO,Rural areas,ISCED 3–4,15-34,male,percentage_1_14,18.90
Spain,Low-HO,Cities,ISCED 0–2,50-74,male,percentage_1_14,30.40
Cyprus,Low-HO,Total,All ISCED 2011 levels,15-34,female,percentage_1_14,31.66
Greece,Low-HO,Total,All ISCED 2011 levels,35-49,female,percentage_1_14,38.85
Finland,High-HO,Cities,ISCED 3–4,50-74,male,percentage_1_14,24.26
Sweden,High-HO,Total,ISCED 3–4,15-34,female,percentage_1_14,35.81
Germany,Mid-HO,Towns and suburbs,All ISCED 2011 levels,15-34,male,percentage_1_14,39.75
Lithuania,Low-HO,Total,ISCED 5–8,50-74,male,percentage_1_14,2.25
Sweden,High-HO,Towns and suburbs,ISCED 3–4,50-74,male,percentage_1_14,4.33
Portugal,Mid-HO,Towns and suburbs,All ISCED 2011 levels,50-74,male,percentage_1_14,50.43
Portugal,Mid-HO,Towns and suburbs,ISCED 0–2,50-74,female,percentage_1_14,76.36
Italy,Low-HO,Cities,ISCED 3–4,15-34,male,percentage_1_14,31.80
Greece,Low-HO,Total,ISCED 0–2,35-49,female,percentage_1_14,51.55
Poland,Mid-HO,Total,All ISCED 2011 levels,50-74,male,percentage_1_14,27.57
Slovakia,Low-HO,Total,ISCED 5–8,35-49,male,percentage_1_14,20.75
Netherlands,High-HO,Towns and suburbs,ISCED 5–8,50-74,female,percentage_1_14,26.89
Romania,Low-HO,Cities,ISCED 5–8,15-34,male,percentage_1_14,0.00
Latvia,Low-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_1_14,11.34
Croatia,Low-HO,Total,All ISCED 2011 levels,15-34,female,percentage_1_14,25.16
Netherlands,High-HO,Cities,ISCED 0–2,35-49,male,percentage_1_14,27.12
Netherlands,High-HO,Towns and suburbs,ISCED 3–4,35-49,female,percentage_1_14,38.09
Cyprus,Low-HO,Total,ISCED 3–4,50-74,male,percentage_1_14,35.96
Germany,Mid-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_1_14,21.95
Italy,Low-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_1_14,44.43
Croatia,Low-HO,Total,All ISCED 2011 levels,50-74,male,percentage_1_14,39.11
Spain,Low-HO,Total,ISCED 3–4,35-49,female,percentage_1_14,35.68
Italy,Low-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_1_14,35.03
Czechia,Low-HO,Towns and suburbs,ISCED 5–8,35-49,male,percentage_1_14,21.42
Germany,Mid-HO,Total,ISCED 0–2,50-74,male,percentage_1_14,34.90
Belgium,High-HO,Towns and suburbs,ISCED 0–2,15-34,male,percentage_1_14,25.53
Italy,Low-HO,Cities,ISCED 0–2,15-34,female,percentage_1_14,50.54
Bulgaria,Low-HO,Rural areas,ISCED 3–4,15-34,male,percentage_1_14,23.44
Austria,Mid-HO,Total,ISCED 3–4,15-34,male,percentage_1_14,38.53
Portugal,Mid-HO,Cities,ISCED 5–8,15-34,male,percentage_1_14,26.12
Austria,Mid-HO,Total,All ISCED 2011 levels,15-34,female,percentage_1_14,32.34
Poland,Mid-HO,Towns and suburbs,ISCED 3–4,50-74,male,percentage_1_14,29.57
Cyprus,Low-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_1_14,34.87
Austria,Mid-HO,Towns and suburbs,ISCED 3–4,50-74,male,percentage_1_14,5.14
Italy,Low-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_1_14,11.60
Spain,Low-HO,Cities,ISCED 3–4,35-49,male,percentage_1_14,24.62
Türkiye,Low-HO,Total,All ISCED 2011 levels,15-34,male,percentage_1_14,26.62
Netherlands,High-HO,Rural areas,All ISCED 2011 levels,50-74,female,percentage_1_14,35.92
Germany,Mid-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_1_14,33.11
Romania,Low-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_1_14,4.18
Czechia,Low-HO,Total,ISCED 3–4,35-49,male,percentage_1_14,31.45
Hungary,Low-HO,Cities,ISCED 5–8,50-74,female,percentage_1_14,9.48
Estonia,Mid-HO,Rural areas,All ISCED 2011 levels,15-34,male,percentage_1_14,41.50
Poland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,50-74,female,percentage_1_14,30.04
Italy,Low-HO,Cities,ISCED 0–2,35-49,female,percentage_1_14,41.09
Spain,Low-HO,Total,ISCED 3–4,35-49,male,percentage_1_14,32.57
Bulgaria,Low-HO,Cities,All ISCED 2011 levels,50-74,male,percentage_1_14,1.22
