"percentage_0","percentage_1_14","percentage_15_29","percentage_30_44","percentage_under45","percentage_45_59","percentage_60","percentage_over45","Region","cluster_label","urbanisation_degree","education_level","age_class","sex"
0.00,33.45,46.62,3.72,83.79,16.22,0.00,16.22,Finland,High-HO,Rural areas,ISCED 5–8,"35-49",male
6.93,40.18,27.67,13.88,88.66,5.39,5.95,11.34,Austria,Mid-HO,Total,ISCED 3–4,"50-74",female
8.47,53.48,10.09,5.04,77.08,4.01,18.90,22.91,Poland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",male
10.27,29.63,32.57,15.11,87.58,4.32,8.11,12.43,Belgium,High-HO,Towns and suburbs,ISCED 3–4,"50-74",female
3.88,37.51,29.62,22.27,93.28,0.59,6.13,6.72,Spain,Low-HO,Towns and suburbs,ISCED 5–8,"50-74",male
0.55,24.22,39.21,24.13,88.11,7.40,4.48,11.88,Croatia,Low-HO,Rural areas,All ISCED 2011 levels,"15-34",male
2.61,30.46,6.90,44.13,84.10,9.45,6.45,15.90,Bulgaria,Low-HO,Total,All ISCED 2011 levels,"35-49",female
0.00,11.06,37.77,35.98,84.81,15.20,0.00,15.20,Romania,Low-HO,Cities,ISCED 5–8,"50-74",female
14.75,8.47,52.88,23.90,100.00,0.00,0.00,0.00,Romania,Low-HO,Rural areas,ISCED 0–2,"15-34",female
9.09,29.52,33.87,16.58,89.06,5.05,5.88,10.93,Belgium,High-HO,Total,ISCED 3–4,"35-49",female
0.00,23.54,34.17,29.58,87.29,12.71,0.00,12.71,Croatia,Low-HO,Cities,ISCED 3–4,"35-49",male
2.53,27.12,38.56,20.59,88.80,2.91,8.29,11.20,Czechia,Low-HO,Towns and suburbs,ISCED 3–4,"50-74",male
0.00,2.47,47.02,38.43,87.92,1.60,10.48,12.08,Croatia,Low-HO,Total,ISCED 5–8,"35-49",male
15.38,32.65,5.01,3.67,56.71,17.03,26.26,43.29,Belgium,High-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
6.47,16.68,3.40,46.04,72.59,13.87,13.53,27.40,Hungary,Low-HO,Total,ISCED 5–8,"15-34",male
0.00,34.09,43.94,21.97,100.00,0.00,0.00,0.00,Bulgaria,Low-HO,Total,ISCED 0–2,"50-74",female
0.00,15.65,30.57,42.65,88.87,10.59,0.54,11.13,Bulgaria,Low-HO,Total,ISCED 5–8,"35-49",male
8.88,30.23,47.35,3.10,89.56,9.36,1.07,10.43,Belgium,High-HO,Cities,All ISCED 2011 levels,"35-49",female
0.00,7.79,68.37,6.04,82.20,17.80,0.00,17.80,Romania,Low-HO,Cities,ISCED 3–4,"15-34",male
45.69,5.82,4.74,28.88,85.13,0.00,14.87,14.87,Ireland,Mid-HO,Total,ISCED 0–2,"50-74",male
0.51,9.04,53.29,24.27,87.11,0.00,12.90,12.90,Portugal,Mid-HO,Total,ISCED 0–2,"35-49",female
5.18,35.87,36.54,17.86,95.45,0.00,4.54,4.54,Germany,Mid-HO,Rural areas,All ISCED 2011 levels,"35-49",female
0.00,8.39,55.14,36.47,100.00,0.00,0.00,0.00,Portugal,Mid-HO,Rural areas,All ISCED 2011 levels,"15-34",male
0.00,14.58,35.42,27.49,77.49,9.34,13.17,22.51,Ireland,Mid-HO,Cities,ISCED 5–8,"15-34",female
6.85,36.47,41.55,2.39,87.26,11.81,0.92,12.73,Portugal,Mid-HO,Cities,ISCED 5–8,"35-49",female
10.38,21.47,24.29,22.78,78.92,9.58,11.49,21.07,Belgium,High-HO,Rural areas,All ISCED 2011 levels,"15-34",male
0.90,1.92,36.68,41.69,81.19,12.59,6.22,18.81,Czechia,Low-HO,Cities,All ISCED 2011 levels,"35-49",female
0.00,37.17,33.99,16.05,87.21,0.74,12.05,12.79,Portugal,Mid-HO,Cities,ISCED 0–2,"50-74",female
2.14,49.91,27.26,17.19,96.50,2.87,0.62,3.49,Italy,Low-HO,Rural areas,ISCED 0–2,"50-74",male
0.00,39.89,32.39,20.25,92.53,0.00,7.46,7.46,Sweden,High-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",female
0.00,45.79,33.91,13.81,93.51,0.00,6.50,6.50,Denmark,High-HO,Total,ISCED 0–2,"15-34",female
9.26,18.99,3.62,28.94,60.81,15.54,23.65,39.19,Netherlands,High-HO,Total,ISCED 5–8,"35-49",male
5.12,22.29,38.03,22.16,87.60,10.79,1.62,12.41,Netherlands,High-HO,Cities,ISCED 5–8,"15-34",female
0.00,5.30,55.18,28.93,89.41,10.60,0.00,10.60,Sweden,High-HO,Total,ISCED 3–4,"50-74",female
13.13,18.94,21.92,22.57,76.56,9.36,14.08,23.44,Belgium,High-HO,Rural areas,All ISCED 2011 levels,"35-49",male
21.48,33.89,3.89,31.67,90.93,7.96,1.11,9.07,Slovenia,Mid-HO,Rural areas,All ISCED 2011 levels,"15-34",male
5.22,34.19,48.32,1.93,89.66,3.39,6.95,10.34,Czechia,Low-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
7.18,11.78,46.99,4.85,70.80,15.42,13.77,29.19,Hungary,Low-HO,Cities,All ISCED 2011 levels,"35-49",female
0.00,28.96,34.36,19.69,83.01,0.00,16.99,16.99,Ireland,Mid-HO,Towns and suburbs,ISCED 5–8,"15-34",male
0.44,30.84,34.56,19.16,85.00,8.25,6.74,14.99,Sweden,High-HO,Total,All ISCED 2011 levels,"50-74",female
6.97,47.16,6.32,20.75,81.20,10.37,8.43,18.80,Croatia,Low-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
8.03,2.83,43.24,31.01,85.11,13.38,1.51,14.89,Belgium,High-HO,Total,ISCED 5–8,"35-49",female
7.40,29.02,36.41,20.03,92.86,3.01,4.13,7.14,Poland,Mid-HO,Total,ISCED 3–4,"50-74",female
1.20,32.97,34.89,18.82,87.88,0.00,12.11,12.11,Croatia,Low-HO,Rural areas,ISCED 3–4,"35-49",male
5.41,27.84,36.47,17.65,87.37,5.73,6.89,12.62,Belgium,High-HO,Towns and suburbs,ISCED 3–4,"15-34",female
7.27,17.27,31.73,27.43,83.70,10.25,6.05,16.30,Austria,Mid-HO,Cities,ISCED 5–8,"35-49",female
4.20,25.12,28.59,23.36,81.27,8.20,10.53,18.73,Austria,Mid-HO,Total,ISCED 5–8,"35-49",male
6.55,35.54,6.49,40.61,89.19,3.72,7.09,10.81,Lithuania,Low-HO,Total,All ISCED 2011 levels,"50-74",male
0.00,39.73,33.49,17.41,90.63,4.76,4.61,9.37,Austria,Mid-HO,Towns and suburbs,ISCED 3–4,"15-34",male
0.00,45.44,37.18,11.23,93.85,6.14,0.00,6.14,Finland,High-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",female
0.00,78.45,16.09,5.46,100.00,0.00,0.00,0.00,Slovakia,Low-HO,Towns and suburbs,ISCED 3–4,"50-74",male
0.25,29.95,37.50,20.42,88.12,7.74,4.14,11.88,Finland,High-HO,Total,All ISCED 2011 levels,"15-34",female
0.48,27.56,33.75,20.65,82.44,7.16,10.41,17.57,Germany,Mid-HO,Total,ISCED 3–4,"50-74",male
0.00,30.94,47.65,21.41,100.00,0.00,0.00,0.00,Lithuania,Low-HO,Total,ISCED 3–4,"35-49",female
6.10,67.31,3.60,16.89,93.90,5.54,0.56,6.10,Netherlands,High-HO,Total,ISCED 0–2,"15-34",male
0.00,46.01,4.79,26.86,77.66,10.37,11.97,22.34,Estonia,Mid-HO,Total,ISCED 3–4,"50-74",male
9.34,29.19,33.04,20.03,91.60,7.24,1.16,8.40,Denmark,High-HO,Total,ISCED 3–4,"50-74",male
2.46,42.92,28.03,14.15,87.56,3.32,9.11,12.43,Spain,Low-HO,Towns and suburbs,ISCED 3–4,"50-74",male
2.59,16.61,37.91,32.10,89.21,9.74,1.05,10.79,Czechia,Low-HO,Cities,ISCED 3–4,"15-34",male
16.52,2.86,33.92,27.09,80.39,9.47,10.13,19.60,Belgium,High-HO,Rural areas,ISCED 3–4,"15-34",male
0.00,53.25,20.91,15.99,90.15,9.84,0.00,9.84,Spain,Low-HO,Rural areas,ISCED 3–4,"15-34",female
1.93,32.22,41.84,3.33,79.32,8.65,12.02,20.67,Türkiye,Low-HO,Total,ISCED 3–4,"35-49",male
0.00,22.30,35.61,23.92,81.83,9.71,8.45,18.16,Czechia,Low-HO,Towns and suburbs,ISCED 5–8,"15-34",female
0.00,35.06,36.58,18.55,90.19,5.05,4.76,9.81,Greece,Low-HO,Total,All ISCED 2011 levels,"15-34",female
0.00,34.85,42.73,22.42,100.00,0.00,0.00,0.00,Czechia,Low-HO,Total,ISCED 0–2,"35-49",male
5.23,25.11,35.81,22.41,88.56,6.10,5.33,11.43,Czechia,Low-HO,Total,All ISCED 2011 levels,"35-49",female
0.00,62.26,21.15,16.59,100.00,0.00,0.00,0.00,Netherlands,High-HO,Rural areas,ISCED 0–2,"15-34",male
7.24,18.82,27.38,27.04,80.48,7.37,12.15,19.52,Hungary,Low-HO,Total,All ISCED 2011 levels,"35-49",male
8.25,3.40,47.87,32.08,91.60,0.64,7.76,8.40,Poland,Mid-HO,Rural areas,ISCED 3–4,"15-34",male
0.95,51.61,5.15,39.67,97.38,1.01,1.61,2.62,Hungary,Low-HO,Total,All ISCED 2011 levels,"50-74",female
0.00,42.94,4.96,31.53,79.43,0.00,20.57,20.57,Sweden,High-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",male
5.21,13.84,32.56,26.90,78.51,8.75,12.74,21.49,Ireland,Mid-HO,Cities,All ISCED 2011 levels,"35-49",male
0.00,28.45,35.27,20.63,84.35,8.15,7.49,15.64,Denmark,High-HO,Towns and suburbs,ISCED 5–8,"35-49",female
9.89,12.12,30.66,33.42,86.09,9.18,4.72,13.90,Czechia,Low-HO,Cities,ISCED 5–8,"35-49",female
0.00,15.20,43.65,26.59,85.44,8.55,6.01,14.56,Romania,Low-HO,Towns and suburbs,ISCED 3–4,"15-34",male
4.58,35.26,31.29,17.46,88.59,7.87,3.54,11.41,Finland,High-HO,Rural areas,All ISCED 2011 levels,"35-49",female
0.00,41.55,36.12,17.60,95.27,4.52,0.20,4.72,Greece,Low-HO,Total,All ISCED 2011 levels,"15-34",male
8.19,20.79,31.05,18.68,78.71,9.74,11.54,21.28,Netherlands,High-HO,Cities,ISCED 5–8,"35-49",female
0.00,17.97,39.18,22.51,79.66,8.44,11.90,20.34,Latvia,Low-HO,Total,ISCED 3–4,"15-34",female
1.90,42.20,31.08,15.69,90.87,2.51,6.63,9.14,Spain,Low-HO,Total,ISCED 0–2,"35-49",female
1.18,30.47,34.81,21.16,87.62,0.00,12.39,12.39,Croatia,Low-HO,Rural areas,All ISCED 2011 levels,"35-49",male
5.63,32.00,36.92,18.25,92.80,2.99,4.21,7.20,Slovakia,Low-HO,Rural areas,All ISCED 2011 levels,"50-74",female
9.05,11.80,23.80,30.22,74.87,10.57,14.55,25.12,Hungary,Low-HO,Total,ISCED 5–8,"35-49",male
0.00,29.59,34.56,19.15,83.30,8.16,8.55,16.71,Germany,Mid-HO,Towns and suburbs,ISCED 3–4,"35-49",male
0.00,32.96,45.34,3.86,82.16,15.92,1.93,17.85,Latvia,Low-HO,Total,ISCED 3–4,"50-74",female
2.45,34.51,33.72,18.58,89.26,5.23,5.50,10.73,Türkiye,Low-HO,No response,ISCED 3–4,"50-74",male
4.44,40.98,31.68,2.26,79.36,5.62,15.03,20.65,Italy,Low-HO,Total,ISCED 5–8,"50-74",male
6.10,25.40,38.14,18.75,88.39,7.20,4.41,11.61,Croatia,Low-HO,Total,All ISCED 2011 levels,"35-49",female
21.07,31.71,30.17,1.65,84.60,5.79,9.61,15.40,Türkiye,Low-HO,No response,ISCED 3–4,"50-74",female
4.36,42.74,39.95,2.37,89.42,9.34,1.23,10.57,Portugal,Mid-HO,Cities,All ISCED 2011 levels,"35-49",female
0.00,21.55,39.62,28.51,89.68,10.33,0.00,10.33,Austria,Mid-HO,Cities,ISCED 5–8,"15-34",male
11.29,30.35,26.35,22.12,90.11,0.00,9.88,9.88,Ireland,Mid-HO,Total,ISCED 0–2,"35-49",male
13.23,5.42,46.42,34.92,99.99,0.00,0.00,0.00,Croatia,Low-HO,Towns and suburbs,ISCED 3–4,"35-49",male
5.02,39.16,30.30,15.30,89.78,4.72,5.51,10.23,Germany,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",female
4.23,49.26,29.33,15.94,98.76,0.31,0.93,1.24,Spain,Low-HO,Total,ISCED 0–2,"50-74",female
3.65,22.40,46.52,23.85,96.42,0.00,3.58,3.58,Bulgaria,Low-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",male
1.69,21.25,40.49,26.74,90.17,5.45,4.37,9.82,Bulgaria,Low-HO,Total,All ISCED 2011 levels,"50-74",female
0.00,35.50,39.39,14.50,89.39,0.87,9.74,10.61,Finland,High-HO,Towns and suburbs,ISCED 5–8,"35-49",male
0.00,28.73,29.53,25.83,84.09,6.61,9.31,15.92,Hungary,Low-HO,Total,ISCED 0–2,"35-49",female
0.77,47.53,28.02,15.41,91.73,2.72,5.54,8.26,Italy,Low-HO,Towns and suburbs,ISCED 3–4,"15-34",female
0.00,37.73,36.53,21.59,95.85,2.85,1.30,4.15,Italy,Low-HO,Towns and suburbs,ISCED 5–8,"15-34",female
1.64,29.44,30.94,22.74,84.76,7.43,7.81,15.24,Austria,Mid-HO,Total,All ISCED 2011 levels,"15-34",male
0.00,31.45,34.71,20.52,86.68,8.25,5.08,13.33,Greece,Low-HO,Cities,ISCED 5–8,"50-74",male
2.69,34.27,35.03,21.51,93.50,5.94,0.56,6.50,Finland,High-HO,Total,All ISCED 2011 levels,"15-34",male
0.37,18.90,31.69,27.18,78.14,10.64,11.22,21.86,Romania,Low-HO,Rural areas,ISCED 3–4,"15-34",male
1.90,30.40,35.10,19.55,86.95,0.41,12.65,13.06,Spain,Low-HO,Cities,ISCED 0–2,"50-74",male
11.60,31.66,45.42,11.32,100.00,0.00,0.00,0.00,Cyprus,Low-HO,Total,All ISCED 2011 levels,"15-34",female
0.10,38.85,35.85,16.82,91.62,4.85,3.52,8.37,Greece,Low-HO,Total,All ISCED 2011 levels,"35-49",female
0.00,24.26,47.55,28.19,100.00,0.00,0.00,0.00,Finland,High-HO,Cities,ISCED 3–4,"50-74",male
0.00,35.81,35.64,15.38,86.83,0.00,13.16,13.16,Sweden,High-HO,Total,ISCED 3–4,"15-34",female
0.00,39.75,36.91,2.61,79.27,7.91,12.83,20.74,Germany,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",male
7.69,2.25,55.53,34.52,99.99,0.00,0.00,0.00,Lithuania,Low-HO,Total,ISCED 5–8,"50-74",male
0.00,4.33,46.96,29.59,80.88,0.00,19.12,19.12,Sweden,High-HO,Towns and suburbs,ISCED 3–4,"50-74",male
6.79,50.43,26.72,11.88,95.82,0.00,4.18,4.18,Portugal,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",male
9.88,76.36,3.49,10.27,100.00,0.00,0.00,0.00,Portugal,Mid-HO,Towns and suburbs,ISCED 0–2,"50-74",female
1.11,31.80,35.10,19.69,87.70,4.94,7.36,12.30,Italy,Low-HO,Cities,ISCED 3–4,"15-34",male
0.00,51.55,35.28,13.17,100.00,0.00,0.00,0.00,Greece,Low-HO,Total,ISCED 0–2,"35-49",female
6.97,27.57,32.16,22.35,89.05,3.72,7.22,10.94,Poland,Mid-HO,Total,All ISCED 2011 levels,"50-74",male
6.51,20.75,57.17,2.75,87.18,0.00,12.82,12.82,Slovakia,Low-HO,Total,ISCED 5–8,"35-49",male
11.57,26.89,27.10,18.98,84.54,7.76,7.69,15.45,Netherlands,High-HO,Towns and suburbs,ISCED 5–8,"50-74",female
0.00,0.00,6.08,55.93,62.01,22.49,15.50,37.99,Romania,Low-HO,Cities,ISCED 5–8,"15-34",male
0.00,11.34,29.76,30.98,72.08,10.24,17.68,27.92,Latvia,Low-HO,Cities,All ISCED 2011 levels,"50-74",female
3.94,25.16,35.52,20.34,84.96,6.23,8.81,15.04,Croatia,Low-HO,Total,All ISCED 2011 levels,"15-34",female
4.99,27.12,37.57,28.72,98.40,0.66,0.94,1.60,Netherlands,High-HO,Cities,ISCED 0–2,"35-49",male
7.57,38.09,34.44,12.75,92.85,7.14,0.00,7.14,Netherlands,High-HO,Towns and suburbs,ISCED 3–4,"35-49",female
0.00,35.96,46.07,17.98,100.01,0.00,0.00,0.00,Cyprus,Low-HO,Total,ISCED 3–4,"50-74",male
0.28,21.95,34.24,26.39,82.86,8.02,9.12,17.14,Germany,Mid-HO,Cities,All ISCED 2011 levels,"15-34",female
0.51,44.43,31.41,15.18,91.53,3.01,5.46,8.47,Italy,Low-HO,Towns and suburbs,ISCED 3–4,"15-34",male
14.21,39.11,3.93,26.56,83.81,6.40,9.78,16.18,Croatia,Low-HO,Total,All ISCED 2011 levels,"50-74",male
1.83,35.68,32.64,18.10,88.25,4.24,7.52,11.76,Spain,Low-HO,Total,ISCED 3–4,"35-49",female
1.73,35.03,32.20,18.79,87.75,4.40,7.84,12.24,Italy,Low-HO,Cities,All ISCED 2011 levels,"50-74",female
0.00,21.42,30.32,21.97,73.71,5.29,21.00,26.29,Czechia,Low-HO,Towns and suburbs,ISCED 5–8,"35-49",male
0.00,34.90,42.15,22.95,100.00,0.00,0.00,0.00,Germany,Mid-HO,Total,ISCED 0–2,"50-74",male
5.89,25.53,38.79,20.13,90.34,0.00,9.66,9.66,Belgium,High-HO,Towns and suburbs,ISCED 0–2,"15-34",male
0.00,50.54,23.31,15.70,89.55,0.00,10.46,10.46,Italy,Low-HO,Cities,ISCED 0–2,"15-34",female
0.00,23.44,37.34,30.10,90.88,0.00,9.12,9.12,Bulgaria,Low-HO,Rural areas,ISCED 3–4,"15-34",male
1.66,38.53,39.41,2.75,82.35,8.63,9.02,17.65,Austria,Mid-HO,Total,ISCED 3–4,"15-34",male
0.00,26.12,28.68,30.99,85.79,0.00,14.21,14.21,Portugal,Mid-HO,Cities,ISCED 5–8,"15-34",male
1.76,32.34,35.62,22.24,91.96,7.31,0.73,8.04,Austria,Mid-HO,Total,All ISCED 2011 levels,"15-34",female
4.00,29.57,36.38,20.17,90.12,3.04,6.83,9.87,Poland,Mid-HO,Towns and suburbs,ISCED 3–4,"50-74",male
12.10,34.87,53.03,0.00,100.00,0.00,0.00,0.00,Cyprus,Low-HO,Cities,All ISCED 2011 levels,"15-34",female
6.77,5.14,41.73,25.31,78.95,12.78,8.27,21.05,Austria,Mid-HO,Towns and suburbs,ISCED 3–4,"50-74",male
3.52,11.60,8.08,50.49,73.69,1.26,25.04,26.30,Italy,Low-HO,Rural areas,All ISCED 2011 levels,"35-49",male
2.79,24.62,32.37,21.77,81.55,5.30,13.15,18.45,Spain,Low-HO,Cities,ISCED 3–4,"35-49",male
2.12,26.62,34.35,26.90,89.99,0.54,9.47,10.01,Türkiye,Low-HO,Total,All ISCED 2011 levels,"15-34",male
17.89,35.92,36.07,1.28,91.16,3.92,4.92,8.84,Netherlands,High-HO,Rural areas,All ISCED 2011 levels,"50-74",female
6.11,33.11,4.18,33.10,76.50,7.68,15.81,23.49,Germany,Mid-HO,Rural areas,All ISCED 2011 levels,"35-49",male
0.00,4.18,41.07,37.31,82.56,12.44,5.01,17.45,Romania,Low-HO,Cities,All ISCED 2011 levels,"15-34",male
3.44,31.45,4.74,35.09,74.72,9.14,16.14,25.28,Czechia,Low-HO,Total,ISCED 3–4,"35-49",male
8.55,9.48,30.33,32.90,81.26,7.38,11.36,18.74,Hungary,Low-HO,Cities,ISCED 5–8,"50-74",female
0.00,41.50,41.50,2.37,85.37,0.00,14.62,14.62,Estonia,Mid-HO,Rural areas,All ISCED 2011 levels,"15-34",male
3.55,30.04,42.47,15.50,91.56,2.99,5.45,8.44,Poland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",female
0.00,41.09,31.83,14.98,87.90,4.08,8.02,12.10,Italy,Low-HO,Cities,ISCED 0–2,"35-49",female
2.41,32.57,30.79,18.31,84.08,5.24,10.68,15.92,Spain,Low-HO,Total,ISCED 3–4,"35-49",male
0.44,1.22,38.58,45.90,86.14,9.24,4.62,13.86,Bulgaria,Low-HO,Cities,All ISCED 2011 levels,"50-74",male
0.00,4.78,59.33,35.89,100.00,0.00,0.00,0.00,Slovenia,Mid-HO,Towns and suburbs,ISCED 5–8,"35-49",female
1.05,24.88,29.78,20.60,76.31,10.86,12.82,23.68,Denmark,High-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",male
3.81,44.13,33.54,2.33,83.81,0.00,16.19,16.19,Italy,Low-HO,Rural areas,ISCED 5–8,"50-74",male
0.00,15.69,5.93,61.98,83.60,15.89,0.51,16.40,Romania,Low-HO,Cities,All ISCED 2011 levels,"50-74",female
3.71,42.66,3.01,25.04,74.42,9.66,15.92,25.58,Denmark,High-HO,Rural areas,All ISCED 2011 levels,"15-34",male
2.44,26.56,32.53,21.89,83.42,7.18,9.40,16.58,Germany,Mid-HO,Total,All ISCED 2011 levels,"15-34",male
0.00,34.29,7.07,44.76,86.12,13.87,0.00,13.87,Denmark,High-HO,Cities,ISCED 5–8,"50-74",female
0.60,37.65,26.26,18.71,83.22,10.67,6.12,16.79,Austria,Mid-HO,Towns and suburbs,ISCED 5–8,"35-49",female
0.00,43.60,5.05,35.68,84.33,0.00,15.68,15.68,Italy,Low-HO,Rural areas,ISCED 5–8,"15-34",male
2.85,34.44,4.83,36.75,78.87,6.57,14.56,21.13,Spain,Low-HO,Cities,All ISCED 2011 levels,"15-34",male
2.93,17.61,38.98,28.21,87.73,7.16,5.11,12.27,Romania,Low-HO,Total,All ISCED 2011 levels,"35-49",female
0.00,38.07,35.91,20.23,94.21,5.17,0.62,5.79,Austria,Mid-HO,Rural areas,ISCED 3–4,"15-34",female
1.07,50.94,31.76,11.77,95.54,0.00,4.46,4.46,Portugal,Mid-HO,Rural areas,All ISCED 2011 levels,"50-74",male
7.79,44.06,29.05,11.33,92.23,2.91,4.86,7.77,Portugal,Mid-HO,Total,ISCED 0–2,"50-74",male
7.81,26.54,43.76,2.89,81.00,9.67,9.32,18.99,Romania,Low-HO,Rural areas,ISCED 3–4,"35-49",female
0.00,48.05,4.76,28.14,80.95,0.00,19.05,19.05,Ireland,Mid-HO,Towns and suburbs,ISCED 3–4,"35-49",male
0.00,14.29,30.66,31.62,76.57,8.83,14.61,23.44,Latvia,Low-HO,Cities,All ISCED 2011 levels,"50-74",male
6.76,1.67,38.29,28.81,75.53,13.12,11.33,24.45,France,Mid-HO,Cities,ISCED 5–8,"15-34",male
0.00,6.10,62.44,31.46,100.00,0.00,0.00,0.00,Netherlands,High-HO,Cities,ISCED 0–2,"35-49",female
2.58,29.56,32.93,25.43,90.50,8.13,1.38,9.51,Italy,Low-HO,Cities,ISCED 5–8,"35-49",male
6.30,33.64,7.90,43.13,90.97,0.30,8.73,9.03,Lithuania,Low-HO,Total,All ISCED 2011 levels,"35-49",male
0.00,31.01,38.41,20.13,89.55,6.24,4.22,10.46,Greece,Low-HO,Cities,All ISCED 2011 levels,"50-74",male
7.69,40.50,25.96,16.95,91.10,0.00,8.89,8.89,Croatia,Low-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",male
0.00,27.69,37.79,19.26,84.74,4.85,10.41,15.26,Sweden,High-HO,Total,All ISCED 2011 levels,"15-34",female
7.93,35.58,5.90,35.39,84.80,14.19,1.01,15.20,Denmark,High-HO,Total,ISCED 5–8,"50-74",female
0.00,37.00,39.38,19.11,95.49,0.39,4.12,4.51,Greece,Low-HO,Total,ISCED 3–4,"15-34",female
9.93,29.78,2.67,24.15,66.53,9.33,24.15,33.48,Hungary,Low-HO,Towns and suburbs,ISCED 5–8,"35-49",male
9.17,24.84,38.60,21.91,94.52,0.64,4.84,5.48,Finland,High-HO,Cities,ISCED 5–8,"50-74",male
0.00,53.71,34.68,9.72,98.11,1.89,0.00,1.89,Greece,Low-HO,Total,ISCED 0–2,"50-74",male
7.32,34.61,22.65,15.91,80.49,6.85,12.66,19.51,Austria,Mid-HO,Rural areas,ISCED 5–8,"50-74",male
5.29,43.53,24.47,13.71,87.00,4.88,8.12,13.00,Spain,Low-HO,Rural areas,All ISCED 2011 levels,"50-74",male
5.33,31.89,32.88,15.01,85.11,8.56,6.33,14.89,Netherlands,High-HO,Rural areas,ISCED 3–4,"15-34",male
10.57,3.74,43.59,24.63,82.53,11.40,6.07,17.47,Denmark,High-HO,Total,ISCED 3–4,"35-49",female
5.94,23.35,34.08,22.11,85.48,8.42,6.11,14.53,Denmark,High-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",female
0.00,33.84,43.44,18.38,95.66,0.00,4.33,4.33,Lithuania,Low-HO,Rural areas,All ISCED 2011 levels,"35-49",female
6.40,20.69,32.63,23.35,83.07,6.93,10.00,16.93,Germany,Mid-HO,Total,ISCED 5–8,"35-49",female
4.33,23.82,59.09,5.00,92.24,6.95,0.80,7.75,Poland,Mid-HO,Cities,All ISCED 2011 levels,"15-34",female
0.00,37.54,31.15,19.00,87.69,5.59,6.72,12.31,Austria,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",male
19.35,8.06,70.16,2.42,99.99,0.00,0.00,0.00,Netherlands,High-HO,Towns and suburbs,ISCED 0–2,"35-49",female
6.97,19.80,32.73,19.57,79.07,8.77,12.15,20.92,Ireland,Mid-HO,Rural areas,ISCED 5–8,"35-49",female
0.00,60.09,5.16,34.74,99.99,0.00,0.00,0.00,Estonia,Mid-HO,Rural areas,All ISCED 2011 levels,"50-74",male
10.47,44.35,30.09,15.09,100.00,0.00,0.00,0.00,Romania,Low-HO,Rural areas,ISCED 0–2,"35-49",female
4.79,20.32,37.66,25.96,88.73,4.16,7.11,11.27,Poland,Mid-HO,Total,All ISCED 2011 levels,"15-34",male
0.00,22.09,34.36,27.40,83.85,0.00,16.16,16.16,Ireland,Mid-HO,Cities,ISCED 3–4,"15-34",male
7.51,30.95,35.71,19.23,93.40,0.00,6.59,6.59,Belgium,High-HO,Cities,ISCED 3–4,"50-74",female
4.39,14.07,33.71,32.72,84.89,6.14,8.98,15.12,Poland,Mid-HO,Cities,All ISCED 2011 levels,"35-49",male
7.30,4.51,46.73,27.92,86.46,0.60,12.94,13.54,Romania,Low-HO,Rural areas,ISCED 0–2,"35-49",male
3.56,40.88,29.97,12.91,87.32,4.90,7.79,12.69,Finland,High-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",male
0.00,23.34,32.98,21.20,77.52,9.21,13.28,22.49,Latvia,Low-HO,Rural areas,All ISCED 2011 levels,"35-49",female
21.86,14.73,45.58,1.86,84.03,0.00,15.97,15.97,Spain,Low-HO,Rural areas,ISCED 0–2,"50-74",female
0.00,24.74,48.64,26.62,100.00,0.00,0.00,0.00,Estonia,Mid-HO,Cities,All ISCED 2011 levels,"35-49",male
4.71,18.82,34.20,22.62,80.35,8.55,11.11,19.66,Belgium,High-HO,Cities,All ISCED 2011 levels,"15-34",male
4.44,31.18,37.03,17.76,90.41,5.25,4.33,9.58,Czechia,Low-HO,Rural areas,ISCED 3–4,"35-49",female
18.32,3.72,39.86,25.27,87.17,5.09,7.74,12.83,Slovenia,Mid-HO,Total,ISCED 3–4,"35-49",male
5.24,26.33,35.66,19.72,86.95,8.12,4.94,13.06,Denmark,High-HO,Total,All ISCED 2011 levels,"35-49",female
0.00,30.11,40.92,28.97,100.00,0.00,0.00,0.00,Romania,Low-HO,Rural areas,ISCED 5–8,"35-49",male
8.50,35.97,38.67,1.98,85.12,9.33,5.54,14.87,Netherlands,High-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
8.67,4.68,59.02,17.33,89.70,10.30,0.00,10.30,Netherlands,High-HO,Rural areas,ISCED 3–4,"15-34",female
