Region,0,1-14,15-29,30-59,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Italy,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Cyprus,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Latvia,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Lithuania,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Luxembourg,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Hungary,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Malta,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Netherlands,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Austria,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Poland,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Portugal,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Romania,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Slovenia,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Slovakia,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Finland,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Sweden,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Iceland,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Norway,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Switzerland,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
United Kingdom,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
Türkiye,,,,,,,Sheet 74,No response,Towns and suburbs,35-49,Female
European_Union_27_countries_from_2020,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
European_Union_29_countries_from_2013-2020,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Euro_area_19_countries_2015-2022,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Belgium,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Bulgaria,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Czechia,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Denmark,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Germany,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Estonia,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Ireland,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Greece,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Spain,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
France,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Croatia,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Italy,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Cyprus,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Latvia,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Lithuania,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Luxembourg,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Hungary,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Malta,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Netherlands,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Austria,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Poland,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Portugal,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Romania,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Slovenia,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Slovakia,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Finland,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Sweden,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Iceland,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Norway,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Switzerland,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
United Kingdom,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
Türkiye,,,,,,,Sheet 75,No response,Towns and suburbs,50-74,Female
European_Union_27_countries_from_2020,2144.0,18171.0,20495.0,14893.0,3649.0,2015.0,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
European_Union_29_countries_from_2013-2020,2457.0,19647.0,22089.0,16082.0,4083.0,2074.0,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Euro_area_19_countries_2015-2022,1142.0,12829.0,14259.0,9479.0,243.0,1248.0,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Belgium,78.0,234.0,314.0,284.0,64.0,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Bulgaria,,143.0,301.0,201.0,,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Czechia,43.0,328.0,60.0,533.0,182.0,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Denmark,43.0,514.0,441.0,305.0,91.0,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Germany,,2733.0,3617.0,2324.0,649.0,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Estonia,,67.0,56.0,45.0,,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Ireland,,298.0,34.0,251.0,85.0,128.0,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Greece,,39.0,291.0,75.0,,73.0,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Spain,46.0,95.0,60.0,464.0,228.0,67.0,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
France,,3282.0,4658.0,3096.0,526.0,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Croatia,,233.0,249.0,168.0,,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Italy,,2173.0,143.0,809.0,339.0,234.0,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Cyprus,,,47.0,,,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Latvia,,66.0,87.0,113.0,39.0,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Lithuania,,144.0,261.0,165.0,,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Luxembourg,,,,42.0,,39.0,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Hungary,,494.0,399.0,558.0,129.0,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Malta,,,,,,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Netherlands,56.0,475.0,474.0,285.0,68.0,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Austria,,821.0,812.0,603.0,169.0,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Poland,653.0,1994.0,2623.0,249.0,311.0,136.0,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Portugal,,458.0,376.0,18.0,,82.0,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Romania,177.0,945.0,968.0,815.0,257.0,535.0,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Slovenia,43.0,143.0,154.0,161.0,41.0,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Slovakia,43.0,236.0,482.0,365.0,81.0,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Finland,,31.0,222.0,178.0,,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Sweden,,69.0,654.0,344.0,,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Iceland,,,,,,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Norway,,707.0,432.0,359.0,109.0,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Switzerland,,389.0,381.0,425.0,116.0,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
United Kingdom,314.0,1476.0,1594.0,1189.0,434.0,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
Türkiye,,,,,,,Sheet 76,All ISCED 2011 levels,Rural areas,15-34,Female
European_Union_27_countries_from_2020,13874.0,78678.0,73285.0,47699.0,11774.0,7796.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
European_Union_29_countries_from_2013-2020,16425.0,8413.0,78729.0,51932.0,13295.0,8071.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Euro_area_19_countries_2015-2022,9235.0,56939.0,52154.0,31919.0,8003.0,4723.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Belgium,355.0,844.0,1022.0,848.0,234.0,,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Bulgaria,116.0,983.0,1196.0,775.0,182.0,,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Czechia,354.0,2218.0,2842.0,1982.0,524.0,66.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Denmark,306.0,1553.0,1639.0,1107.0,274.0,112.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Germany,1858.0,12762.0,13656.0,8103.0,1888.0,2003.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Estonia,59.0,355.0,328.0,213.0,65.0,,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Ireland,271.0,1061.0,1205.0,865.0,281.0,455.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Greece,,2347.0,1359.0,286.0,39.0,337.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Spain,414.0,4644.0,252.0,1746.0,786.0,316.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
France,3834.0,12871.0,15926.0,10027.0,1925.0,503.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Croatia,266.0,763.0,81.0,485.0,107.0,46.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Italy,444.0,10827.0,596.0,3224.0,1161.0,523.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Cyprus,41.0,93.0,121.0,97.0,,,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Latvia,45.0,335.0,431.0,42.0,142.0,,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Lithuania,119.0,793.0,989.0,603.0,104.0,,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Luxembourg,,56.0,106.0,137.0,,133.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Hungary,223.0,2172.0,155.0,1733.0,448.0,82.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Malta,,,,,,,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Netherlands,464.0,1329.0,1396.0,828.0,185.0,75.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Austria,469.0,3071.0,2311.0,1517.0,488.0,,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Poland,2262.0,7837.0,7541.0,5591.0,1097.0,598.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Portugal,184.0,2491.0,1359.0,592.0,141.0,264.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Romania,89.0,3903.0,3495.0,2715.0,638.0,208.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Slovenia,232.0,543.0,579.0,481.0,127.0,,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Slovakia,25.0,1275.0,1806.0,1146.0,253.0,42.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Finland,15.0,1231.0,1074.0,776.0,143.0,63.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Sweden,223.0,231.0,2059.0,1392.0,50.0,,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Iceland,,99.0,,,,,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Norway,234.0,2183.0,1395.0,933.0,353.0,,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Switzerland,303.0,1405.0,1246.0,1039.0,312.0,61.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
United Kingdom,2551.0,5452.0,5444.0,4233.0,152.0,275.0,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
Türkiye,,,,,,,Sheet 77,All ISCED 2011 levels,Rural areas,15-74,Female
European_Union_27_countries_from_2020,12823.0,74697.0,71086.0,46454.0,11446.0,724.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
European_Union_29_countries_from_2013-2020,1502.0,79505.0,76006.0,50509.0,12902.0,7498.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Euro_area_19_countries_2015-2022,8546.0,5430.0,50637.0,30977.0,7759.0,449.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Belgium,346.0,819.0,1006.0,835.0,231.0,,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Bulgaria,11.0,95.0,1159.0,756.0,176.0,,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Czechia,342.0,2162.0,2808.0,1941.0,509.0,63.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Denmark,263.0,135.0,1555.0,1063.0,262.0,104.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Germany,1599.0,12028.0,13152.0,7765.0,1759.0,1919.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Estonia,51.0,324.0,309.0,195.0,62.0,,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Ireland,237.0,967.0,1132.0,838.0,279.0,432.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Greece,,2249.0,1313.0,283.0,37.0,314.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Spain,389.0,4529.0,2502.0,1734.0,786.0,312.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
France,3696.0,12379.0,15565.0,9783.0,1919.0,,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Croatia,225.0,737.0,795.0,471.0,104.0,44.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Italy,412.0,10482.0,5892.0,3163.0,1134.0,502.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Cyprus,4.0,91.0,118.0,94.0,,,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Latvia,43.0,322.0,412.0,403.0,136.0,,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Lithuania,101.0,759.0,948.0,593.0,101.0,,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Luxembourg,,55.0,105.0,136.0,,129.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Hungary,218.0,2136.0,1536.0,1704.0,435.0,79.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Malta,,,,,,,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Netherlands,439.0,1136.0,1257.0,785.0,162.0,54.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Austria,431.0,2921.0,2227.0,1458.0,465.0,,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Poland,2186.0,7643.0,7468.0,5548.0,1077.0,581.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Portugal,132.0,2321.0,1305.0,572.0,14.0,23.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Romania,736.0,3308.0,3243.0,2631.0,625.0,1802.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Slovenia,21.0,535.0,576.0,467.0,127.0,,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Slovakia,247.0,1261.0,1791.0,1135.0,249.0,42.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Finland,127.0,1114.0,1022.0,73.0,133.0,6.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Sweden,,211.0,1884.0,1364.0,50.0,,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Iceland,,89.0,,,,,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Norway,191.0,1984.0,127.0,891.0,335.0,,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Switzerland,29.0,1258.0,1167.0,947.0,272.0,54.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
United Kingdom,2197.0,4808.0,492.0,4055.0,1456.0,257.0,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
Türkiye,,,,,,,Sheet 78,All ISCED 2011 levels,Rural areas,20-64,Female
European_Union_27_countries_from_2020,5165.0,30221.0,29439.0,19007.0,4538.0,2766.0,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
European_Union_29_countries_from_2013-2020,5988.0,31929.0,31027.0,20521.0,5126.0,2845.0,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Euro_area_19_countries_2015-2022,3457.0,21477.0,20557.0,12638.0,2964.0,1623.0,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Belgium,128.0,324.0,426.0,352.0,94.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Bulgaria,56.0,402.0,48.0,331.0,8.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Czechia,159.0,1103.0,1346.0,905.0,188.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Denmark,98.0,502.0,59.0,416.0,78.0,41.0,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Germany,625.0,4327.0,4408.0,2563.0,548.0,605.0,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Estonia,,124.0,127.0,75.0,,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Ireland,108.0,384.0,488.0,378.0,14.0,204.0,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Greece,,94.0,567.0,137.0,,151.0,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Spain,113.0,200.0,1196.0,837.0,311.0,96.0,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
France,1562.0,4673.0,6955.0,439.0,815.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Croatia,97.0,303.0,356.0,189.0,52.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Italy,149.0,4484.0,2547.0,1362.0,43.0,177.0,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Cyprus,,37.0,44.0,42.0,,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Latvia,,109.0,154.0,142.0,62.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Lithuania,,289.0,371.0,169.0,37.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Luxembourg,,,43.0,69.0,,58.0,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Hungary,111.0,919.0,697.0,731.0,193.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Malta,,,,,,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Netherlands,157.0,35.0,416.0,309.0,48.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Austria,195.0,1151.0,84.0,55.0,184.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Poland,801.0,3454.0,316.0,1967.0,538.0,256.0,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Portugal,,1034.0,551.0,259.0,,85.0,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Romania,316.0,1326.0,1544.0,1304.0,287.0,757.0,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Slovenia,75.0,228.0,254.0,226.0,54.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Slovakia,129.0,591.0,806.0,484.0,113.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Finland,53.0,408.0,362.0,293.0,41.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Sweden,,735.0,709.0,525.0,,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Iceland,,,,,,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Norway,76.0,736.0,491.0,277.0,121.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Switzerland,96.0,489.0,481.0,352.0,102.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
United Kingdom,824.0,1707.0,1588.0,1514.0,589.0,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
Türkiye,,,,,,,Sheet 79,All ISCED 2011 levels,Rural areas,35-49,Female
European_Union_27_countries_from_2020,6565.0,30286.0,23352.0,13799.0,3588.0,3015.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
European_Union_29_countries_from_2013-2020,7979.0,32555.0,25614.0,15329.0,4086.0,3153.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Euro_area_19_countries_2015-2022,4637.0,22633.0,17337.0,9802.0,261.0,1852.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Belgium,15.0,286.0,282.0,212.0,76.0,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Bulgaria,53.0,438.0,415.0,244.0,66.0,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Czechia,152.0,788.0,896.0,544.0,154.0,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Denmark,165.0,537.0,607.0,386.0,105.0,41.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Germany,967.0,5701.0,5631.0,3216.0,691.0,913.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Estonia,,163.0,145.0,93.0,,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Ireland,144.0,379.0,376.0,235.0,56.0,123.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Greece,,1017.0,50.0,73.0,,113.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Spain,255.0,1694.0,723.0,446.0,247.0,152.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
France,1859.0,4916.0,4314.0,2542.0,583.0,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Croatia,129.0,228.0,205.0,127.0,,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Italy,263.0,417.0,1983.0,1053.0,392.0,113.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Cyprus,,,,,,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Latvia,,161.0,19.0,165.0,41.0,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Lithuania,66.0,361.0,357.0,27.0,45.0,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Luxembourg,,,,,,36.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Hungary,85.0,759.0,453.0,443.0,125.0,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Malta,,,,,,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Netherlands,251.0,504.0,506.0,235.0,69.0,42.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Austria,227.0,1099.0,659.0,364.0,136.0,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Poland,807.0,2389.0,1759.0,1134.0,249.0,206.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Portugal,123.0,100.0,432.0,153.0,,98.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Romania,397.0,1631.0,983.0,596.0,95.0,788.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Slovenia,113.0,172.0,171.0,95.0,,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Slovakia,79.0,449.0,518.0,298.0,59.0,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Finland,67.0,514.0,49.0,305.0,74.0,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Sweden,,885.0,696.0,522.0,,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Iceland,,38.0,,,,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Norway,123.0,74.0,472.0,297.0,122.0,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Switzerland,179.0,528.0,384.0,262.0,94.0,36.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
United Kingdom,1414.0,2269.0,2262.0,153.0,498.0,138.0,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
Türkiye,,,,,,,Sheet 80,All ISCED 2011 levels,Rural areas,50-74,Female
European_Union_27_countries_from_2020,,2994.0,2525.0,1263.0,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
European_Union_29_countries_from_2013-2020,,3182.0,2716.0,1395.0,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Euro_area_19_countries_2015-2022,,1914.0,1591.0,829.0,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Belgium,,,,,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Bulgaria,,,75.0,,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Czechia,,,62.0,46.0,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Denmark,,239.0,123.0,63.0,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Germany,,545.0,,,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Estonia,,,,,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Ireland,,45.0,,,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Greece,,47.0,,,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Spain,,211.0,189.0,45.0,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
France,,,,,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Croatia,,,,,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Italy,,323.0,174.0,87.0,44.0,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Cyprus,,,,,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Latvia,,,,,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Lithuania,,,,,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
Luxembourg,,,,,,,Sheet 81,ISCED 0–2,Rural areas,15-34,Female
