Region,0,1+,30+,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Luxembourg,,153.0,63.0,,52.0,Sheet 43,ISCED 5–8,Cities,20-64,Female
Hungary,152.0,3016.0,1757.0,351.0,54.0,Sheet 43,ISCED 5–8,Cities,20-64,Female
Malta,,167.0,65.0,,,Sheet 43,ISCED 5–8,Cities,20-64,Female
Netherlands,789.0,987.0,4354.0,1309.0,96.0,Sheet 43,ISCED 5–8,Cities,20-64,Female
Austria,139.0,2729.0,1212.0,178.0,,Sheet 43,ISCED 5–8,Cities,20-64,Female
Poland,679.0,15153.0,6777.0,856.0,537.0,Sheet 43,ISCED 5–8,Cities,20-64,Female
Portugal,174.0,4218.0,1578.0,37.0,167.0,Sheet 43,ISCED 5–8,Cities,20-64,Female
Romania,,5498.0,3217.0,334.0,773.0,Sheet 43,ISCED 5–8,Cities,20-64,Female
Slovenia,35.0,49.0,139.0,,,Sheet 43,ISCED 5–8,Cities,20-64,Female
Slovakia,,1182.0,383.0,,7.0,Sheet 43,ISCED 5–8,Cities,20-64,Female
Finland,138.0,2883.0,1239.0,158.0,,Sheet 43,ISCED 5–8,Cities,20-64,Female
Sweden,,5356.0,2541.0,471.0,,Sheet 43,ISCED 5–8,Cities,20-64,Female
Iceland,,277.0,39.0,,36.0,Sheet 43,ISCED 5–8,Cities,20-64,Female
Norway,88.0,2194.0,843.0,111.0,,Sheet 43,ISCED 5–8,Cities,20-64,Female
Switzerland,115.0,2942.0,1244.0,324.0,,Sheet 43,ISCED 5–8,Cities,20-64,Female
United Kingdom,3156.0,37635.0,19056.0,5988.0,757.0,Sheet 43,ISCED 5–8,Cities,20-64,Female
Türkiye,,,,,,Sheet 43,ISCED 5–8,Cities,20-64,Female
European_Union_27_countries_from_2020,3327.0,70464.0,3099.0,6749.0,2078.0,Sheet 44,ISCED 5–8,Cities,35-49,Female
European_Union_29_countries_from_2013-2020,4706.0,84766.0,37969.0,897.0,2378.0,Sheet 44,ISCED 5–8,Cities,35-49,Female
Euro_area_19_countries_2015-2022,2666.0,5330.0,22576.0,5709.0,1415.0,Sheet 44,ISCED 5–8,Cities,35-49,Female
Belgium,89.0,1454.0,622.0,128.0,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Bulgaria,,1639.0,818.0,,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Czechia,111.0,1011.0,531.0,53.0,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Denmark,,896.0,343.0,,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Germany,,8741.0,3949.0,1063.0,573.0,Sheet 44,ISCED 5–8,Cities,35-49,Female
Estonia,,293.0,87.0,,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Ireland,,894.0,458.0,142.0,114.0,Sheet 44,ISCED 5–8,Cities,35-49,Female
Greece,37.0,1544.0,542.0,84.0,52.0,Sheet 44,ISCED 5–8,Cities,35-49,Female
Spain,418.0,12124.0,4857.0,1446.0,215.0,Sheet 44,ISCED 5–8,Cities,35-49,Female
France,741.0,11963.0,5627.0,1222.0,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Croatia,,663.0,282.0,,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Italy,147.0,6212.0,2339.0,79.0,119.0,Sheet 44,ISCED 5–8,Cities,35-49,Female
Cyprus,,23.0,5.0,,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Latvia,,463.0,277.0,48.0,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Lithuania,,804.0,274.0,,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Luxembourg,,62.0,,,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Hungary,98.0,1387.0,804.0,147.0,38.0,Sheet 44,ISCED 5–8,Cities,35-49,Female
Malta,,56.0,,,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Netherlands,318.0,3562.0,155.0,448.0,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Austria,83.0,1057.0,498.0,69.0,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Poland,371.0,6961.0,3136.0,415.0,199.0,Sheet 44,ISCED 5–8,Cities,35-49,Female
Portugal,112.0,2006.0,732.0,15.0,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Romania,,262.0,1525.0,164.0,363.0,Sheet 44,ISCED 5–8,Cities,35-49,Female
Slovenia,,227.0,65.0,,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Slovakia,,474.0,153.0,,45.0,Sheet 44,ISCED 5–8,Cities,35-49,Female
Finland,65.0,1132.0,451.0,57.0,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Sweden,,1987.0,975.0,,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Iceland,,122.0,,,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Norway,,751.0,283.0,,,Sheet 44,ISCED 5–8,Cities,35-49,Female
Switzerland,64.0,989.0,459.0,129.0,,Sheet 44,ISCED 5–8,Cities,35-49,Female
United Kingdom,1379.0,14303.0,6979.0,2221.0,301.0,Sheet 44,ISCED 5–8,Cities,35-49,Female
Türkiye,,,,,,Sheet 44,ISCED 5–8,Cities,35-49,Female
European_Union_27_countries_from_2020,2713.0,42012.0,17289.0,3702.0,1299.0,Sheet 45,ISCED 5–8,Cities,50-74,Female
European_Union_29_countries_from_2013-2020,4045.0,50501.0,21123.0,4994.0,1463.0,Sheet 45,ISCED 5–8,Cities,50-74,Female
Euro_area_19_countries_2015-2022,2356.0,3307.0,13183.0,3206.0,1052.0,Sheet 45,ISCED 5–8,Cities,50-74,Female
Belgium,9.0,736.0,292.0,6.0,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Bulgaria,,1295.0,678.0,57.0,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Czechia,44.0,639.0,304.0,47.0,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Denmark,,652.0,251.0,,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Germany,655.0,7083.0,2809.0,771.0,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Estonia,,326.0,11.0,,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Ireland,,345.0,179.0,44.0,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Greece,,819.0,273.0,,38.0,Sheet 45,ISCED 5–8,Cities,50-74,Female
Spain,279.0,6811.0,2685.0,834.0,123.0,Sheet 45,ISCED 5–8,Cities,50-74,Female
France,675.0,6537.0,2856.0,605.0,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Croatia,,219.0,104.0,,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Italy,94.0,4016.0,1271.0,298.0,89.0,Sheet 45,ISCED 5–8,Cities,50-74,Female
Cyprus,,118.0,,,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Latvia,,386.0,238.0,7.0,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Lithuania,,641.0,284.0,,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Luxembourg,,,,,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Hungary,73.0,781.0,441.0,97.0,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Malta,,,,,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Netherlands,308.0,2324.0,1011.0,262.0,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Austria,,562.0,244.0,,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Poland,133.0,2997.0,1204.0,121.0,12.0,Sheet 45,ISCED 5–8,Cities,50-74,Female
Portugal,,1027.0,366.0,10.0,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Romania,,932.0,495.0,,84.0,Sheet 45,ISCED 5–8,Cities,50-74,Female
Slovenia,,122.0,,,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Slovakia,,276.0,81.0,,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Finland,63.0,895.0,423.0,56.0,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Sweden,,1427.0,629.0,,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Iceland,,81.0,,,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Norway,,551.0,202.0,,,Sheet 45,ISCED 5–8,Cities,50-74,Female
Switzerland,59.0,631.0,224.0,57.0,,Sheet 45,ISCED 5–8,Cities,50-74,Female
United Kingdom,1332.0,8489.0,3834.0,1291.0,165.0,Sheet 45,ISCED 5–8,Cities,50-74,Female
Türkiye,,,,,,Sheet 45,ISCED 5–8,Cities,50-74,Female
European_Union_27_countries_from_2020,,,,,,Sheet 46,No response,Cities,15-34,Female
European_Union_29_countries_from_2013-2020,,532.0,,,,Sheet 46,No response,Cities,15-34,Female
Euro_area_19_countries_2015-2022,,,,,,Sheet 46,No response,Cities,15-34,Female
Belgium,,,,,,Sheet 46,No response,Cities,15-34,Female
Bulgaria,,,,,,Sheet 46,No response,Cities,15-34,Female
Czechia,,,,,,Sheet 46,No response,Cities,15-34,Female
Denmark,,48.0,,,,Sheet 46,No response,Cities,15-34,Female
Germany,,,,,,Sheet 46,No response,Cities,15-34,Female
Estonia,,,,,,Sheet 46,No response,Cities,15-34,Female
Ireland,,,,,,Sheet 46,No response,Cities,15-34,Female
Greece,,,,,,Sheet 46,No response,Cities,15-34,Female
Spain,,,,,,Sheet 46,No response,Cities,15-34,Female
France,,,,,,Sheet 46,No response,Cities,15-34,Female
Croatia,,,,,,Sheet 46,No response,Cities,15-34,Female
Italy,,,,,,Sheet 46,No response,Cities,15-34,Female
Cyprus,,,,,,Sheet 46,No response,Cities,15-34,Female
Latvia,,,,,,Sheet 46,No response,Cities,15-34,Female
Lithuania,,,,,,Sheet 46,No response,Cities,15-34,Female
Luxembourg,,,,,,Sheet 46,No response,Cities,15-34,Female
Hungary,,,,,,Sheet 46,No response,Cities,15-34,Female
Malta,,,,,,Sheet 46,No response,Cities,15-34,Female
Netherlands,,46.0,,,,Sheet 46,No response,Cities,15-34,Female
Austria,,,,,,Sheet 46,No response,Cities,15-34,Female
Poland,,,,,,Sheet 46,No response,Cities,15-34,Female
Portugal,,,,,,Sheet 46,No response,Cities,15-34,Female
Romania,,,,,,Sheet 46,No response,Cities,15-34,Female
Slovenia,,,,,,Sheet 46,No response,Cities,15-34,Female
Slovakia,,,,,,Sheet 46,No response,Cities,15-34,Female
Finland,,,,,,Sheet 46,No response,Cities,15-34,Female
Sweden,,,,,,Sheet 46,No response,Cities,15-34,Female
Iceland,,,,,,Sheet 46,No response,Cities,15-34,Female
Norway,,,,,,Sheet 46,No response,Cities,15-34,Female
Switzerland,,,,,,Sheet 46,No response,Cities,15-34,Female
United Kingdom,,,,,,Sheet 46,No response,Cities,15-34,Female
Türkiye,,,,,,Sheet 46,No response,Cities,15-34,Female
European_Union_27_countries_from_2020,,931.0,,,,Sheet 47,No response,Cities,15-74,Female
European_Union_29_countries_from_2013-2020,,1091.0,,,,Sheet 47,No response,Cities,15-74,Female
Euro_area_19_countries_2015-2022,,816.0,,,,Sheet 47,No response,Cities,15-74,Female
Belgium,,,,,,Sheet 47,No response,Cities,15-74,Female
Bulgaria,,,,,,Sheet 47,No response,Cities,15-74,Female
Czechia,,,,,,Sheet 47,No response,Cities,15-74,Female
Denmark,,86.0,,,,Sheet 47,No response,Cities,15-74,Female
Germany,,,,,,Sheet 47,No response,Cities,15-74,Female
Estonia,,,,,,Sheet 47,No response,Cities,15-74,Female
Ireland,,41.0,,,63.0,Sheet 47,No response,Cities,15-74,Female
Greece,,,,,,Sheet 47,No response,Cities,15-74,Female
Spain,,,,,,Sheet 47,No response,Cities,15-74,Female
France,,,,,,Sheet 47,No response,Cities,15-74,Female
Croatia,,,,,,Sheet 47,No response,Cities,15-74,Female
Italy,,,,,,Sheet 47,No response,Cities,15-74,Female
Cyprus,,,,,,Sheet 47,No response,Cities,15-74,Female
Latvia,,,,,,Sheet 47,No response,Cities,15-74,Female
Lithuania,,,,,,Sheet 47,No response,Cities,15-74,Female
Luxembourg,,,,,,Sheet 47,No response,Cities,15-74,Female
Hungary,,,,,,Sheet 47,No response,Cities,15-74,Female
Malta,,,,,,Sheet 47,No response,Cities,15-74,Female
Netherlands,,197.0,78.0,,,Sheet 47,No response,Cities,15-74,Female
Austria,,,,,,Sheet 47,No response,Cities,15-74,Female
Poland,,,,,,Sheet 47,No response,Cities,15-74,Female
Portugal,,,,,,Sheet 47,No response,Cities,15-74,Female
Romania,,,,,,Sheet 47,No response,Cities,15-74,Female
Slovenia,,,,,,Sheet 47,No response,Cities,15-74,Female
Slovakia,,,,,,Sheet 47,No response,Cities,15-74,Female
Finland,,,,,,Sheet 47,No response,Cities,15-74,Female
Sweden,,,,,,Sheet 47,No response,Cities,15-74,Female
Iceland,,,,,,Sheet 47,No response,Cities,15-74,Female
Norway,,,,,,Sheet 47,No response,Cities,15-74,Female
Switzerland,,,,,,Sheet 47,No response,Cities,15-74,Female
United Kingdom,,16.0,,,,Sheet 47,No response,Cities,15-74,Female
Türkiye,,,,,,Sheet 47,No response,Cities,15-74,Female
European_Union_27_countries_from_2020,,90.0,,,,Sheet 48,No response,Cities,20-64,Female
European_Union_29_countries_from_2013-2020,,1042.0,,,,Sheet 48,No response,Cities,20-64,Female
Euro_area_19_countries_2015-2022,,788.0,,,,Sheet 48,No response,Cities,20-64,Female
Belgium,,,,,,Sheet 48,No response,Cities,20-64,Female
Bulgaria,,,,,,Sheet 48,No response,Cities,20-64,Female
Czechia,,,,,,Sheet 48,No response,Cities,20-64,Female
Denmark,,85.0,,,,Sheet 48,No response,Cities,20-64,Female
Germany,,,,,,Sheet 48,No response,Cities,20-64,Female
Estonia,,,,,,Sheet 48,No response,Cities,20-64,Female
Ireland,,41.0,,,63.0,Sheet 48,No response,Cities,20-64,Female
Greece,,,,,,Sheet 48,No response,Cities,20-64,Female
Spain,,,,,,Sheet 48,No response,Cities,20-64,Female
France,,,,,,Sheet 48,No response,Cities,20-64,Female
Croatia,,,,,,Sheet 48,No response,Cities,20-64,Female
Italy,,,,,,Sheet 48,No response,Cities,20-64,Female
Cyprus,,,,,,Sheet 48,No response,Cities,20-64,Female
Latvia,,,,,,Sheet 48,No response,Cities,20-64,Female
Lithuania,,,,,,Sheet 48,No response,Cities,20-64,Female
Luxembourg,,,,,,Sheet 48,No response,Cities,20-64,Female
Hungary,,,,,,Sheet 48,No response,Cities,20-64,Female
Malta,,,,,,Sheet 48,No response,Cities,20-64,Female
Netherlands,,196.0,78.0,,,Sheet 48,No response,Cities,20-64,Female
Austria,,,,,,Sheet 48,No response,Cities,20-64,Female
Poland,,,,,,Sheet 48,No response,Cities,20-64,Female
Portugal,,,,,,Sheet 48,No response,Cities,20-64,Female
Romania,,,,,,Sheet 48,No response,Cities,20-64,Female
Slovenia,,,,,,Sheet 48,No response,Cities,20-64,Female
Slovakia,,,,,,Sheet 48,No response,Cities,20-64,Female
Finland,,,,,,Sheet 48,No response,Cities,20-64,Female
Sweden,,,,,,Sheet 48,No response,Cities,20-64,Female
Iceland,,,,,,Sheet 48,No response,Cities,20-64,Female
Norway,,,,,,Sheet 48,No response,Cities,20-64,Female
Switzerland,,,,,,Sheet 48,No response,Cities,20-64,Female
United Kingdom,,142.0,,,,Sheet 48,No response,Cities,20-64,Female
Türkiye,,,,,,Sheet 48,No response,Cities,20-64,Female
European_Union_27_countries_from_2020,,,,,,Sheet 49,No response,Cities,35-49,Female
European_Union_29_countries_from_2013-2020,,,,,,Sheet 49,No response,Cities,35-49,Female
Euro_area_19_countries_2015-2022,,,,,,Sheet 49,No response,Cities,35-49,Female
Belgium,,,,,,Sheet 49,No response,Cities,35-49,Female
Bulgaria,,,,,,Sheet 49,No response,Cities,35-49,Female
Czechia,,,,,,Sheet 49,No response,Cities,35-49,Female
Denmark,,,,,,Sheet 49,No response,Cities,35-49,Female
Germany,,,,,,Sheet 49,No response,Cities,35-49,Female
Estonia,,,,,,Sheet 49,No response,Cities,35-49,Female
Ireland,,,,,,Sheet 49,No response,Cities,35-49,Female
Greece,,,,,,Sheet 49,No response,Cities,35-49,Female
Spain,,,,,,Sheet 49,No response,Cities,35-49,Female
France,,,,,,Sheet 49,No response,Cities,35-49,Female
Croatia,,,,,,Sheet 49,No response,Cities,35-49,Female
Italy,,,,,,Sheet 49,No response,Cities,35-49,Female
Cyprus,,,,,,Sheet 49,No response,Cities,35-49,Female
Latvia,,,,,,Sheet 49,No response,Cities,35-49,Female
Lithuania,,,,,,Sheet 49,No response,Cities,35-49,Female
Luxembourg,,,,,,Sheet 49,No response,Cities,35-49,Female
Hungary,,,,,,Sheet 49,No response,Cities,35-49,Female
Malta,,,,,,Sheet 49,No response,Cities,35-49,Female
Netherlands,,67.0,,,,Sheet 49,No response,Cities,35-49,Female
Austria,,,,,,Sheet 49,No response,Cities,35-49,Female
Poland,,,,,,Sheet 49,No response,Cities,35-49,Female
Portugal,,,,,,Sheet 49,No response,Cities,35-49,Female
Romania,,,,,,Sheet 49,No response,Cities,35-49,Female
Slovenia,,,,,,Sheet 49,No response,Cities,35-49,Female
Slovakia,,,,,,Sheet 49,No response,Cities,35-49,Female
Finland,,,,,,Sheet 49,No response,Cities,35-49,Female
Sweden,,,,,,Sheet 49,No response,Cities,35-49,Female
Iceland,,,,,,Sheet 49,No response,Cities,35-49,Female
Norway,,,,,,Sheet 49,No response,Cities,35-49,Female
Switzerland,,,,,,Sheet 49,No response,Cities,35-49,Female
United Kingdom,,,,,,Sheet 49,No response,Cities,35-49,Female
Türkiye,,,,,,Sheet 49,No response,Cities,35-49,Female
European_Union_27_countries_from_2020,,,,,,Sheet 50,No response,Cities,50-74,Female
European_Union_29_countries_from_2013-2020,,,,,,Sheet 50,No response,Cities,50-74,Female
Euro_area_19_countries_2015-2022,,,,,,Sheet 50,No response,Cities,50-74,Female
Belgium,,,,,,Sheet 50,No response,Cities,50-74,Female
Bulgaria,,,,,,Sheet 50,No response,Cities,50-74,Female
Czechia,,,,,,Sheet 50,No response,Cities,50-74,Female
Denmark,,,,,,Sheet 50,No response,Cities,50-74,Female
Germany,,,,,,Sheet 50,No response,Cities,50-74,Female
Estonia,,,,,,Sheet 50,No response,Cities,50-74,Female
Ireland,,,,,,Sheet 50,No response,Cities,50-74,Female
Greece,,,,,,Sheet 50,No response,Cities,50-74,Female
Spain,,,,,,Sheet 50,No response,Cities,50-74,Female
France,,,,,,Sheet 50,No response,Cities,50-74,Female
Croatia,,,,,,Sheet 50,No response,Cities,50-74,Female
Italy,,,,,,Sheet 50,No response,Cities,50-74,Female
Cyprus,,,,,,Sheet 50,No response,Cities,50-74,Female
Latvia,,,,,,Sheet 50,No response,Cities,50-74,Female
Lithuania,,,,,,Sheet 50,No response,Cities,50-74,Female
Luxembourg,,,,,,Sheet 50,No response,Cities,50-74,Female
Hungary,,,,,,Sheet 50,No response,Cities,50-74,Female
Malta,,,,,,Sheet 50,No response,Cities,50-74,Female
Netherlands,,84.0,,,,Sheet 50,No response,Cities,50-74,Female
Austria,,,,,,Sheet 50,No response,Cities,50-74,Female
Poland,,,,,,Sheet 50,No response,Cities,50-74,Female
Portugal,,,,,,Sheet 50,No response,Cities,50-74,Female
Romania,,,,,,Sheet 50,No response,Cities,50-74,Female
Slovenia,,,,,,Sheet 50,No response,Cities,50-74,Female
Slovakia,,,,,,Sheet 50,No response,Cities,50-74,Female
Finland,,,,,,Sheet 50,No response,Cities,50-74,Female
Sweden,,,,,,Sheet 50,No response,Cities,50-74,Female
Iceland,,,,,,Sheet 50,No response,Cities,50-74,Female
Norway,,,,,,Sheet 50,No response,Cities,50-74,Female
Switzerland,,,,,,Sheet 50,No response,Cities,50-74,Female
United Kingdom,,,,,,Sheet 50,No response,Cities,50-74,Female
Türkiye,,,,,,Sheet 50,No response,Cities,50-74,Female
European_Union_27_countries_from_2020,1798.0,76965.0,24041.0,5818.0,2958.0,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
European_Union_29_countries_from_2013-2020,2322.0,9246.0,29556.0,748.0,3115.0,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Euro_area_19_countries_2015-2022,1504.0,61401.0,19192.0,4606.0,237.0,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Belgium,184.0,3694.0,1354.0,35.0,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Bulgaria,,717.0,139.0,,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Czechia,43.0,182.0,635.0,127.0,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Denmark,,966.0,346.0,81.0,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Germany,,19802.0,697.0,1493.0,131.0,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Estonia,,143.0,47.0,,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Ireland,,739.0,192.0,56.0,98.0,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Greece,,1288.0,323.0,46.0,85.0,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Spain,59.0,6822.0,2091.0,635.0,167.0,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
France,,7528.0,2456.0,654.0,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Croatia,,653.0,259.0,99.0,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Italy,71.0,9377.0,2485.0,688.0,247.0,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Cyprus,,194.0,36.0,,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Latvia,,266.0,129.0,,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Lithuania,,214.0,,,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Luxembourg,,155.0,72.0,,59.0,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Hungary,4.0,1559.0,594.0,261.0,62.0,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Malta,,215.0,106.0,,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Netherlands,187.0,4652.0,1328.0,263.0,41.0,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Austria,,2061.0,596.0,136.0,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Poland,85.0,4875.0,1324.0,272.0,16.0,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Portugal,,1937.0,43.0,86.0,123.0,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Romania,,2165.0,719.0,88.0,307.0,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Slovenia,,398.0,134.0,,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Slovakia,,941.0,22.0,55.0,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Finland,,973.0,193.0,,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Sweden,,2807.0,833.0,258.0,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Iceland,,57.0,,,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Norway,6.0,1204.0,37.0,112.0,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Switzerland,69.0,3773.0,1803.0,517.0,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
United Kingdom,523.0,15495.0,5515.0,1662.0,157.0,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
Türkiye,,,,,,Sheet 51,All ISCED 2011 levels,Towns and suburbs,15-34,Female
European_Union_27_countries_from_2020,11708.0,287047.0,79953.0,19086.0,9293.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
European_Union_29_countries_from_2013-2020,15068.0,330244.0,9458.0,23356.0,9802.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Euro_area_19_countries_2015-2022,9755.0,227316.0,62399.0,14958.0,7348.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Belgium,892.0,1173.0,4372.0,1153.0,,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Bulgaria,,3638.0,816.0,137.0,,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Czechia,351.0,7586.0,2167.0,457.0,52.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Denmark,189.0,3306.0,123.0,241.0,76.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Germany,3256.0,76355.0,22929.0,496.0,3948.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Estonia,,603.0,172.0,,,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Ireland,105.0,200.0,592.0,185.0,255.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Greece,49.0,5036.0,1148.0,145.0,315.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Spain,711.0,27199.0,7107.0,1982.0,726.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
France,2002.0,25738.0,7615.0,2037.0,,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Croatia,106.0,2315.0,736.0,246.0,54.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Italy,64.0,40407.0,8718.0,2486.0,829.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Cyprus,43.0,518.0,73.0,,,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Latvia,,961.0,447.0,122.0,,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Lithuania,,839.0,125.0,,,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Luxembourg,,39.0,193.0,51.0,148.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Hungary,309.0,6724.0,2232.0,732.0,20.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Malta,,461.0,194.0,53.0,,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Netherlands,1017.0,12825.0,3738.0,656.0,146.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Austria,258.0,6111.0,156.0,326.0,,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Poland,596.0,19101.0,5144.0,1255.0,505.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Portugal,249.0,7195.0,1335.0,348.0,407.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Romania,196.0,8436.0,2536.0,396.0,958.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Slovenia,97.0,1546.0,471.0,79.0,,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Slovakia,188.0,3949.0,736.0,158.0,,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Finland,117.0,3452.0,875.0,164.0,57.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Sweden,,8626.0,2694.0,664.0,,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Iceland,,162.0,,,,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Norway,15.0,3748.0,1083.0,311.0,,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
Switzerland,589.0,10905.0,4132.0,1186.0,89.0,Sheet 52,All ISCED 2011 levels,Towns and suburbs,15-74,Female
