Region,0,1-9,1-14,1+,10-14,15-19,15-29,20-29,30-44,30-59,30+,45-59,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Latvia,,65.0,12.0,889.0,56.0,78.0,284.0,206.0,248.0,335.0,484.0,87.0,149.0,,Sheet 37,ISCED 3–4,Cities,15-74,Female
Lithuania,,81.0,19.0,1132.0,108.0,179.0,564.0,385.0,312.0,351.0,379.0,4.0,,,Sheet 37,ISCED 3–4,Cities,15-74,Female
Luxembourg,,,,,,,,,,,,,,,Sheet 37,ISCED 3–4,Cities,15-74,Female
Hungary,99.0,118.0,337.0,3021.0,218.0,32.0,94.0,62.0,1092.0,1441.0,1744.0,35.0,303.0,93.0,Sheet 37,ISCED 3–4,Cities,15-74,Female
Malta,,,,154.0,,36.0,68.0,,,46.0,56.0,,,,Sheet 37,ISCED 3–4,Cities,15-74,Female
Netherlands,515.0,129.0,2707.0,8099.0,1417.0,1328.0,2984.0,1656.0,1416.0,1819.0,2408.0,403.0,589.0,128.0,Sheet 37,ISCED 3–4,Cities,15-74,Female
Austria,72.0,19.0,46.0,2455.0,27.0,337.0,859.0,522.0,627.0,957.0,1136.0,33.0,179.0,,Sheet 37,ISCED 3–4,Cities,15-74,Female
Poland,222.0,925.0,2401.0,10978.0,1475.0,1847.0,4453.0,2605.0,3224.0,3679.0,4124.0,455.0,445.0,235.0,Sheet 37,ISCED 3–4,Cities,15-74,Female
Portugal,,545.0,1135.0,3053.0,59.0,45.0,979.0,529.0,527.0,671.0,939.0,144.0,267.0,141.0,Sheet 37,ISCED 3–4,Cities,15-74,Female
Romania,,105.0,547.0,6525.0,441.0,713.0,2762.0,2049.0,2511.0,3066.0,3216.0,554.0,15.0,1168.0,Sheet 37,ISCED 3–4,Cities,15-74,Female
Slovenia,,,89.0,322.0,55.0,78.0,152.0,74.0,6.0,68.0,81.0,,,,Sheet 37,ISCED 3–4,Cities,15-74,Female
Slovakia,44.0,74.0,215.0,1226.0,141.0,218.0,661.0,443.0,274.0,309.0,35.0,,4.0,,Sheet 37,ISCED 3–4,Cities,15-74,Female
Finland,52.0,188.0,404.0,1732.0,216.0,259.0,642.0,382.0,464.0,591.0,686.0,128.0,95.0,,Sheet 37,ISCED 3–4,Cities,15-74,Female
Sweden,,299.0,669.0,2723.0,37.0,48.0,1144.0,664.0,493.0,685.0,91.0,,225.0,,Sheet 37,ISCED 3–4,Cities,15-74,Female
Iceland,,37.0,75.0,151.0,38.0,,53.0,,,,,,,,Sheet 37,ISCED 3–4,Cities,15-74,Female
Norway,62.0,131.0,312.0,981.0,181.0,127.0,325.0,198.0,211.0,278.0,343.0,67.0,66.0,,Sheet 37,ISCED 3–4,Cities,15-74,Female
Switzerland,63.0,286.0,557.0,2157.0,271.0,331.0,794.0,462.0,454.0,647.0,806.0,193.0,159.0,,Sheet 37,ISCED 3–4,Cities,15-74,Female
United Kingdom,1813.0,4291.0,9414.0,28942.0,5123.0,4077.0,9683.0,5606.0,5291.0,731.0,9844.0,2019.0,2534.0,339.0,Sheet 37,ISCED 3–4,Cities,15-74,Female
Türkiye,,,,,,,,,,,,,,,Sheet 37,ISCED 3–4,Cities,15-74,Female
European_Union_27_countries_from_2020,422.0,14452.0,33631.0,131588.0,19179.0,20533.0,48454.0,27922.0,31574.0,39893.0,49503.0,832.0,9609.0,5149.0,Sheet 38,ISCED 3–4,Cities,20-64,Female
European_Union_29_countries_from_2013-2020,584.0,18353.0,42053.0,157762.0,2370.0,24106.0,57122.0,33016.0,36426.0,46691.0,58587.0,10265.0,11896.0,5434.0,Sheet 38,ISCED 3–4,Cities,20-64,Female
Euro_area_19_countries_2015-2022,3472.0,1250.0,28077.0,99028.0,15577.0,15644.0,35616.0,19972.0,2131.0,27203.0,35335.0,5893.0,8131.0,3549.0,Sheet 38,ISCED 3–4,Cities,20-64,Female
Belgium,102.0,215.0,543.0,1889.0,328.0,316.0,703.0,388.0,366.0,498.0,642.0,132.0,144.0,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Bulgaria,,77.0,428.0,3385.0,352.0,549.0,1432.0,883.0,1167.0,1393.0,1526.0,226.0,133.0,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Czechia,21.0,255.0,739.0,4115.0,483.0,593.0,1412.0,819.0,1349.0,1769.0,1964.0,42.0,195.0,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Denmark,66.0,158.0,374.0,1402.0,216.0,231.0,538.0,307.0,32.0,426.0,49.0,106.0,64.0,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Germany,925.0,4096.0,8756.0,32646.0,4659.0,5168.0,11941.0,6773.0,7522.0,9656.0,1195.0,2135.0,2293.0,1972.0,Sheet 38,ISCED 3–4,Cities,20-64,Female
Estonia,,5.0,125.0,527.0,75.0,111.0,228.0,117.0,13.0,149.0,175.0,,,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Ireland,,112.0,258.0,1016.0,146.0,148.0,365.0,217.0,243.0,292.0,393.0,49.0,101.0,116.0,Sheet 38,ISCED 3–4,Cities,20-64,Female
Greece,,161.0,603.0,2459.0,442.0,475.0,883.0,409.0,631.0,812.0,972.0,181.0,16.0,166.0,Sheet 38,ISCED 3–4,Cities,20-64,Female
Spain,224.0,1214.0,3057.0,11706.0,1843.0,1875.0,4139.0,2263.0,2609.0,3166.0,4511.0,557.0,1345.0,40.0,Sheet 38,ISCED 3–4,Cities,20-64,Female
France,1263.0,2037.0,4675.0,16704.0,2637.0,2623.0,6067.0,3444.0,3311.0,4357.0,5963.0,1046.0,1606.0,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Croatia,9.0,61.0,162.0,1017.0,101.0,226.0,412.0,186.0,238.0,414.0,442.0,176.0,,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Italy,136.0,2305.0,5005.0,13738.0,2699.0,204.0,4299.0,226.0,2651.0,3267.0,4434.0,616.0,1167.0,261.0,Sheet 38,ISCED 3–4,Cities,20-64,Female
Cyprus,44.0,42.0,10.0,265.0,58.0,59.0,133.0,74.0,,,,,,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Latvia,,65.0,112.0,798.0,47.0,74.0,263.0,189.0,228.0,313.0,423.0,85.0,111.0,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Lithuania,,77.0,176.0,1058.0,98.0,169.0,529.0,36.0,29.0,33.0,354.0,4.0,,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Luxembourg,,,,,,,,,,,,,,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Hungary,87.0,113.0,323.0,2959.0,21.0,316.0,931.0,614.0,1075.0,1416.0,1705.0,341.0,289.0,88.0,Sheet 38,ISCED 3–4,Cities,20-64,Female
Malta,,,,146.0,,,62.0,,,44.0,54.0,,,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Netherlands,464.0,1123.0,2398.0,7528.0,1275.0,1246.0,2801.0,1555.0,1376.0,1779.0,2329.0,403.0,55.0,115.0,Sheet 38,ISCED 3–4,Cities,20-64,Female
Austria,69.0,188.0,457.0,2369.0,269.0,327.0,825.0,498.0,601.0,909.0,1087.0,308.0,178.0,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Poland,177.0,887.0,2324.0,1059.0,1437.0,1803.0,4272.0,247.0,3145.0,3572.0,3994.0,427.0,422.0,235.0,Sheet 38,ISCED 3–4,Cities,20-64,Female
Portugal,,512.0,1089.0,2969.0,577.0,442.0,955.0,513.0,521.0,662.0,925.0,14.0,263.0,134.0,Sheet 38,ISCED 3–4,Cities,20-64,Female
Romania,,102.0,543.0,6497.0,441.0,707.0,2751.0,2044.0,2505.0,3053.0,3203.0,548.0,15.0,1158.0,Sheet 38,ISCED 3–4,Cities,20-64,Female
Slovenia,,,89.0,32.0,55.0,78.0,152.0,74.0,57.0,65.0,78.0,,,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Slovakia,41.0,74.0,212.0,119.0,138.0,202.0,632.0,43.0,27.0,306.0,346.0,,4.0,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Finland,47.0,18.0,39.0,1679.0,21.0,253.0,629.0,375.0,443.0,565.0,66.0,123.0,95.0,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Sweden,,299.0,661.0,2596.0,362.0,464.0,1091.0,627.0,464.0,647.0,844.0,,,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Iceland,,,7.0,141.0,36.0,,48.0,,,,,,,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Norway,5.0,128.0,292.0,937.0,165.0,124.0,316.0,192.0,202.0,265.0,328.0,63.0,64.0,,Sheet 38,ISCED 3–4,Cities,20-64,Female
Switzerland,56.0,273.0,523.0,2068.0,25.0,312.0,764.0,452.0,441.0,632.0,782.0,192.0,149.0,,Sheet 38,ISCED 3–4,Cities,20-64,Female
United Kingdom,162.0,3901.0,8422.0,26174.0,4521.0,3573.0,8668.0,5095.0,4852.0,6797.0,9084.0,1946.0,2287.0,285.0,Sheet 38,ISCED 3–4,Cities,20-64,Female
Türkiye,,,,,,,,,,,,,,,Sheet 38,ISCED 3–4,Cities,20-64,Female
European_Union_27_countries_from_2020,1655.0,5567.0,12675.0,47392.0,7107.0,7432.0,17393.0,9962.0,11292.0,14088.0,17324.0,2796.0,3236.0,1737.0,Sheet 39,ISCED 3–4,Cities,35-49,Female
European_Union_29_countries_from_2013-2020,223.0,6917.0,15567.0,56109.0,865.0,8592.0,20335.0,11744.0,12848.0,16263.0,20207.0,3414.0,3944.0,1859.0,Sheet 39,ISCED 3–4,Cities,35-49,Female
Euro_area_19_countries_2015-2022,1298.0,4873.0,1048.0,34313.0,5607.0,5498.0,12294.0,6797.0,7093.0,8912.0,11538.0,1819.0,2626.0,1057.0,Sheet 39,ISCED 3–4,Cities,35-49,Female
Belgium,55.0,87.0,204.0,681.0,117.0,111.0,256.0,145.0,126.0,165.0,222.0,39.0,57.0,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Bulgaria,,,163.0,1337.0,135.0,23.0,577.0,348.0,462.0,541.0,597.0,79.0,55.0,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Czechia,115.0,126.0,33.0,1862.0,203.0,271.0,571.0,30.0,669.0,867.0,961.0,198.0,95.0,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Denmark,,,92.0,334.0,61.0,62.0,128.0,66.0,8.0,107.0,114.0,,,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Germany,,1429.0,3012.0,9866.0,1582.0,1497.0,3666.0,2169.0,2153.0,2672.0,3188.0,52.0,516.0,581.0,Sheet 39,ISCED 3–4,Cities,35-49,Female
Estonia,,,45.0,187.0,,41.0,85.0,44.0,43.0,5.0,57.0,,,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Ireland,,,81.0,351.0,51.0,66.0,142.0,76.0,73.0,93.0,128.0,,,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Greece,,91.0,345.0,1221.0,254.0,227.0,434.0,207.0,293.0,37.0,443.0,77.0,73.0,73.0,Sheet 39,ISCED 3–4,Cities,35-49,Female
Spain,107.0,519.0,123.0,4824.0,712.0,873.0,1854.0,981.0,1081.0,1304.0,174.0,222.0,436.0,114.0,Sheet 39,ISCED 3–4,Cities,35-49,Female
France,,799.0,1731.0,5834.0,932.0,1085.0,2109.0,1024.0,1049.0,1392.0,1995.0,,603.0,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Croatia,,,77.0,361.0,53.0,109.0,159.0,51.0,68.0,124.0,124.0,56.0,,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Italy,45.0,994.0,2032.0,5151.0,1037.0,681.0,1481.0,799.0,977.0,1155.0,1639.0,179.0,484.0,8.0,Sheet 39,ISCED 3–4,Cities,35-49,Female
Cyprus,,,4.0,99.0,,,45.0,,,,,,,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Latvia,,,,253.0,,,7.0,42.0,84.0,106.0,152.0,,46.0,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Lithuania,,,46.0,279.0,,55.0,132.0,77.0,88.0,99.0,102.0,,,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Luxembourg,,,,,,,,,,,,,,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Hungary,49.0,38.0,108.0,1238.0,7.0,157.0,437.0,281.0,436.0,565.0,693.0,13.0,127.0,56.0,Sheet 39,ISCED 3–4,Cities,35-49,Female
Malta,,,,42.0,,,,,,,,,,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Netherlands,187.0,447.0,789.0,2433.0,342.0,382.0,911.0,529.0,441.0,566.0,732.0,125.0,166.0,49.0,Sheet 39,ISCED 3–4,Cities,35-49,Female
Austria,,62.0,149.0,807.0,88.0,89.0,265.0,175.0,208.0,332.0,393.0,124.0,61.0,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Poland,65.0,30.0,948.0,4022.0,648.0,642.0,1588.0,946.0,1141.0,1279.0,1486.0,138.0,207.0,122.0,Sheet 39,ISCED 3–4,Cities,35-49,Female
Portugal,,246.0,51.0,1231.0,264.0,163.0,337.0,174.0,205.0,287.0,384.0,82.0,98.0,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Romania,,,20.0,3085.0,172.0,348.0,1327.0,979.0,1207.0,1482.0,1558.0,275.0,76.0,442.0,Sheet 39,ISCED 3–4,Cities,35-49,Female
Slovenia,,,4.0,109.0,,,45.0,,,,,,,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Slovakia,,,89.0,507.0,58.0,82.0,265.0,183.0,12.0,136.0,153.0,,,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Finland,,49.0,96.0,427.0,48.0,62.0,175.0,112.0,109.0,139.0,156.0,,,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Sweden,,,275.0,84.0,,,312.0,,,209.0,253.0,,,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Iceland,,,,,,,,,,,,,,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Norway,,,98.0,284.0,59.0,,104.0,68.0,54.0,66.0,82.0,,,,Sheet 39,ISCED 3–4,Cities,35-49,Female
Switzerland,,134.0,243.0,879.0,109.0,144.0,316.0,172.0,173.0,236.0,32.0,63.0,84.0,,Sheet 39,ISCED 3–4,Cities,35-49,Female
United Kingdom,574.0,135.0,2892.0,8717.0,1543.0,116.0,2942.0,1782.0,1556.0,2174.0,2883.0,618.0,709.0,122.0,Sheet 39,ISCED 3–4,Cities,35-49,Female
Türkiye,,,,,,,,,,,,,,,Sheet 39,ISCED 3–4,Cities,35-49,Female
European_Union_27_countries_from_2020,2029.0,5002.0,11565.0,46653.0,6563.0,7064.0,16843.0,9779.0,11255.0,14492.0,18245.0,3237.0,3752.0,1526.0,Sheet 40,ISCED 3–4,Cities,50-74,Female
European_Union_29_countries_from_2013-2020,2859.0,6364.0,14303.0,54943.0,7938.0,8307.0,19653.0,11346.0,12693.0,16516.0,20987.0,3824.0,4471.0,1616.0,Sheet 40,ISCED 3–4,Cities,50-74,Female
Euro_area_19_countries_2015-2022,1661.0,4353.0,9708.0,35432.0,5354.0,5443.0,12396.0,6952.0,7746.0,10077.0,13328.0,2331.0,3251.0,1028.0,Sheet 40,ISCED 3–4,Cities,50-74,Female
Belgium,41.0,61.0,169.0,54.0,108.0,84.0,195.0,111.0,105.0,14.0,176.0,,36.0,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Bulgaria,,,173.0,1201.0,138.0,187.0,497.0,31.0,398.0,487.0,53.0,88.0,,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Czechia,105.0,93.0,284.0,1525.0,191.0,203.0,563.0,36.0,465.0,612.0,678.0,147.0,66.0,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Denmark,,42.0,106.0,398.0,64.0,58.0,144.0,85.0,98.0,134.0,148.0,,,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Germany,,1458.0,3111.0,11775.0,1653.0,1961.0,420.0,2239.0,2687.0,3431.0,4464.0,743.0,1033.0,538.0,Sheet 40,ISCED 3–4,Cities,50-74,Female
Estonia,,,4.0,183.0,,,64.0,39.0,49.0,57.0,79.0,,,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Ireland,,41.0,65.0,255.0,,,78.0,46.0,73.0,85.0,112.0,,,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Greece,,,11.0,638.0,77.0,125.0,243.0,118.0,171.0,237.0,286.0,66.0,49.0,47.0,Sheet 40,ISCED 3–4,Cities,50-74,Female
Spain,9.0,363.0,1033.0,4021.0,67.0,553.0,1227.0,674.0,915.0,1185.0,1761.0,27.0,576.0,126.0,Sheet 40,ISCED 3–4,Cities,50-74,Female
France,625.0,74.0,1684.0,6107.0,943.0,79.0,2101.0,1311.0,1281.0,1802.0,2323.0,522.0,521.0,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Croatia,,,48.0,361.0,,93.0,152.0,59.0,75.0,146.0,161.0,71.0,,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Italy,8.0,979.0,2036.0,6001.0,1057.0,951.0,1932.0,982.0,1201.0,153.0,2033.0,33.0,502.0,76.0,Sheet 40,ISCED 3–4,Cities,50-74,Female
Cyprus,,,,98.0,,,48.0,,,,,,,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Latvia,,,66.0,419.0,,4.0,111.0,71.0,117.0,167.0,242.0,5.0,75.0,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Lithuania,,44.0,102.0,581.0,58.0,79.0,291.0,211.0,146.0,165.0,188.0,,,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Luxembourg,,,,,,,,,,,,,,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Hungary,41.0,44.0,13.0,857.0,85.0,82.0,236.0,154.0,27.0,367.0,491.0,97.0,124.0,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Malta,,,,,,,,,,,,,,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Netherlands,184.0,294.0,672.0,2293.0,378.0,357.0,925.0,569.0,417.0,528.0,696.0,111.0,168.0,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Austria,,79.0,139.0,735.0,6.0,121.0,261.0,14.0,196.0,279.0,335.0,83.0,55.0,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Poland,109.0,327.0,797.0,3989.0,469.0,643.0,1641.0,998.0,1207.0,141.0,1551.0,203.0,141.0,64.0,Sheet 40,ISCED 3–4,Cities,50-74,Female
Portugal,,113.0,223.0,711.0,11.0,108.0,244.0,136.0,117.0,143.0,245.0,,102.0,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Romania,,,20.0,2014.0,15.0,175.0,784.0,609.0,806.0,981.0,103.0,175.0,,375.0,Sheet 40,ISCED 3–4,Cities,50-74,Female
Slovenia,,,,97.0,,,46.0,,,,,,,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Slovakia,,,89.0,479.0,57.0,97.0,252.0,155.0,112.0,124.0,138.0,,,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Finland,,48.0,106.0,464.0,58.0,75.0,161.0,86.0,123.0,158.0,197.0,,39.0,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Sweden,,,,877.0,,,43.0,251.0,,278.0,326.0,,,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Iceland,,,,4.0,,,,,,,,,,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Norway,,,77.0,266.0,,,89.0,54.0,56.0,81.0,10.0,,,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Switzerland,,101.0,181.0,642.0,79.0,89.0,236.0,147.0,104.0,173.0,225.0,69.0,52.0,,Sheet 40,ISCED 3–4,Cities,50-74,Female
United Kingdom,831.0,1362.0,2738.0,829.0,1376.0,1243.0,281.0,1567.0,1437.0,2024.0,2743.0,587.0,719.0,,Sheet 40,ISCED 3–4,Cities,50-74,Female
Türkiye,,,,,,,,,,,,,,,Sheet 40,ISCED 3–4,Cities,50-74,Female
European_Union_27_countries_from_2020,1601.0,3609.0,9622.0,57118.0,6013.0,8306.0,20671.0,12366.0,15895.0,20924.0,26825.0,5029.0,590.0,173.0,Sheet 41,ISCED 5–8,Cities,15-34,Female
European_Union_29_countries_from_2013-2020,2246.0,4612.0,12156.0,72614.0,7544.0,979.0,25077.0,15287.0,20121.0,26927.0,35381.0,6805.0,8455.0,2029.0,Sheet 41,ISCED 5–8,Cities,15-34,Female
Euro_area_19_countries_2015-2022,128.0,3156.0,8051.0,43428.0,4895.0,6296.0,15501.0,9205.0,11145.0,15009.0,19875.0,3865.0,4866.0,1143.0,Sheet 41,ISCED 5–8,Cities,15-34,Female
Belgium,,9.0,269.0,1373.0,179.0,211.0,513.0,302.0,30.0,443.0,591.0,143.0,148.0,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Bulgaria,,,78.0,1073.0,59.0,114.0,37.0,256.0,475.0,576.0,626.0,102.0,,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Czechia,53.0,37.0,132.0,783.0,95.0,101.0,229.0,128.0,26.0,377.0,422.0,117.0,45.0,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Denmark,,88.0,189.0,1018.0,10.0,183.0,38.0,197.0,273.0,354.0,45.0,81.0,95.0,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Germany,,514.0,1189.0,8129.0,675.0,967.0,2826.0,1859.0,2327.0,3069.0,4114.0,742.0,1045.0,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Estonia,,,79.0,265.0,59.0,49.0,106.0,57.0,61.0,67.0,8.0,,,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Ireland,,58.0,114.0,781.0,55.0,124.0,277.0,153.0,215.0,288.0,39.0,73.0,103.0,135.0,Sheet 41,ISCED 5–8,Cities,15-34,Female
Greece,,69.0,323.0,1139.0,254.0,20.0,38.0,18.0,25.0,344.0,436.0,94.0,92.0,66.0,Sheet 41,ISCED 5–8,Cities,15-34,Female
Spain,116.0,523.0,1513.0,7304.0,99.0,1088.0,2594.0,1507.0,1827.0,2347.0,3197.0,52.0,849.0,202.0,Sheet 41,ISCED 5–8,Cities,15-34,Female
France,,916.0,2107.0,11891.0,1191.0,1623.0,4139.0,2517.0,3009.0,4308.0,5645.0,1299.0,1337.0,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Croatia,,,54.0,391.0,42.0,88.0,206.0,118.0,85.0,96.0,132.0,,,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Italy,67.0,207.0,618.0,302.0,411.0,505.0,1022.0,517.0,819.0,105.0,138.0,232.0,33.0,6.0,Sheet 41,ISCED 5–8,Cities,15-34,Female
Cyprus,,,81.0,256.0,49.0,69.0,132.0,63.0,,38.0,43.0,,,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Latvia,,,42.0,36.0,,,105.0,75.0,192.0,201.0,213.0,,,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Lithuania,,,11.0,727.0,81.0,124.0,339.0,214.0,226.0,239.0,279.0,,39.0,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Luxembourg,,,,65.0,,,,,,,,,,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Hungary,,,83.0,898.0,73.0,81.0,283.0,202.0,334.0,422.0,532.0,88.0,11.0,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Malta,,,,94.0,,,,,,4.0,44.0,,,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Netherlands,193.0,372.0,841.0,4129.0,469.0,655.0,1435.0,779.0,836.0,1243.0,1854.0,407.0,61.0,53.0,Sheet 41,ISCED 5–8,Cities,15-34,Female
Austria,,8.0,19.0,1122.0,11.0,164.0,459.0,295.0,314.0,397.0,474.0,83.0,77.0,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Poland,191.0,177.0,719.0,5507.0,542.0,862.0,2198.0,1335.0,1969.0,2261.0,259.0,292.0,329.0,222.0,Sheet 41,ISCED 5–8,Cities,15-34,Female
Portugal,,145.0,341.0,1264.0,196.0,193.0,412.0,219.0,29.0,38.0,512.0,9.0,132.0,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Romania,,,87.0,1966.0,,214.0,668.0,454.0,776.0,1077.0,1211.0,301.0,134.0,327.0,Sheet 41,ISCED 5–8,Cities,15-34,Female
Slovenia,,,,147.0,,,67.0,,44.0,46.0,51.0,,,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Slovakia,,,54.0,46.0,,78.0,251.0,173.0,102.0,137.0,155.0,,,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Finland,,46.0,122.0,901.0,77.0,153.0,386.0,233.0,252.0,348.0,393.0,96.0,45.0,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Sweden,,,23.0,2055.0,,366.0,838.0,472.0,577.0,75.0,987.0,,237.0,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Iceland,,,47.0,84.0,,,,,,,,,,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Norway,,84.0,21.0,949.0,125.0,12.0,363.0,243.0,259.0,319.0,377.0,59.0,58.0,,Sheet 41,ISCED 5–8,Cities,15-34,Female
Switzerland,,131.0,308.0,1386.0,177.0,235.0,501.0,266.0,341.0,436.0,577.0,95.0,141.0,,Sheet 41,ISCED 5–8,Cities,15-34,Female
United Kingdom,645.0,1002.0,2533.0,15496.0,1531.0,1485.0,4406.0,2921.0,4226.0,6002.0,8557.0,1776.0,2555.0,299.0,Sheet 41,ISCED 5–8,Cities,15-34,Female
Türkiye,,,,,,,,,,,,,,,Sheet 41,ISCED 5–8,Cities,15-34,Female
European_Union_27_countries_from_2020,7642.0,12799.0,32603.0,169594.0,19803.0,25212.0,61888.0,36676.0,44445.0,58752.0,75103.0,14307.0,16352.0,5107.0,Sheet 42,ISCED 5–8,Cities,15-74,Female
European_Union_29_countries_from_2013-2020,10998.0,15953.0,39958.0,207882.0,24005.0,29378.0,7345.0,44073.0,53939.0,72055.0,94473.0,18115.0,22419.0,5871.0,Sheet 42,ISCED 5–8,Cities,15-74,Female
Euro_area_19_countries_2015-2022,6302.0,11118.0,27539.0,129797.0,16422.0,19373.0,46623.0,27251.0,31011.0,41853.0,55634.0,10842.0,13781.0,361.0,Sheet 42,ISCED 5–8,Cities,15-74,Female
Belgium,209.0,266.0,727.0,3563.0,46.0,519.0,1331.0,812.0,86.0,117.0,1505.0,31.0,335.0,,Sheet 42,ISCED 5–8,Cities,15-74,Female
Bulgaria,,86.0,376.0,4008.0,29.0,549.0,1509.0,96.0,1585.0,1966.0,2122.0,381.0,156.0,,Sheet 42,ISCED 5–8,Cities,15-74,Female
Czechia,207.0,121.0,357.0,2433.0,236.0,364.0,819.0,455.0,815.0,1112.0,1257.0,297.0,145.0,,Sheet 42,ISCED 5–8,Cities,15-74,Female
Denmark,57.0,219.0,478.0,2566.0,259.0,423.0,1044.0,621.0,655.0,883.0,1044.0,228.0,161.0,,Sheet 42,ISCED 5–8,Cities,15-74,Female
Germany,1559.0,1638.0,4244.0,23953.0,2606.0,3632.0,8837.0,5205.0,5962.0,7993.0,10872.0,2031.0,2879.0,1397.0,Sheet 42,ISCED 5–8,Cities,15-74,Female
Estonia,43.0,79.0,233.0,883.0,154.0,155.0,372.0,218.0,204.0,24.0,278.0,36.0,38.0,,Sheet 42,ISCED 5–8,Cities,15-74,Female
Ireland,96.0,148.0,315.0,202.0,167.0,263.0,677.0,414.0,529.0,74.0,1028.0,211.0,288.0,285.0,Sheet 42,ISCED 5–8,Cities,15-74,Female
Greece,56.0,297.0,974.0,3502.0,678.0,571.0,1277.0,706.0,804.0,1048.0,1251.0,244.0,202.0,156.0,Sheet 42,ISCED 5–8,Cities,15-74,Female
