Region,0,1-9,10-14,15-19,20-29,30-44,45-59,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Netherlands,538.0,917.0,965.0,944.0,1449.0,1319.0,513.0,65.0,78.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Female
Austria,11.0,172.0,234.0,243.0,49.0,615.0,29.0,134.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Female
Poland,435.0,685.0,1395.0,1745.0,2632.0,3512.0,56.0,627.0,321.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Female
Portugal,149.0,617.0,841.0,664.0,70.0,81.0,319.0,42.0,107.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Female
Romania,,,262.0,682.0,1698.0,2388.0,551.0,248.0,821.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Female
Slovenia,,42.0,62.0,81.0,7.0,73.0,,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Female
Slovakia,,62.0,108.0,169.0,34.0,248.0,,,54.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Female
Finland,76.0,133.0,16.0,264.0,415.0,421.0,133.0,8.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Female
Sweden,,264.0,395.0,43.0,608.0,80.0,316.0,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Female
Iceland,,54.0,,,37.0,,,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Female
Norway,54.0,121.0,198.0,193.0,232.0,261.0,77.0,58.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Female
Switzerland,93.0,244.0,234.0,311.0,418.0,452.0,158.0,216.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Female
United Kingdom,2084.0,3009.0,3813.0,3438.0,5477.0,5516.0,2218.0,3218.0,497.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Female
Türkiye,,,,,,,,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Female
European_Union_27_countries_from_2020,5539.0,11358.0,15122.0,16265.0,22215.0,24814.0,7502.0,9114.0,3728.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
European_Union_29_countries_from_2013-2020,808.0,14769.0,18882.0,19505.0,26602.0,29106.0,9033.0,11575.0,4087.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Euro_area_19_countries_2015-2022,4763.0,10203.0,12959.0,13099.0,16932.0,18103.0,5734.0,8015.0,2951.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Belgium,15.0,142.0,286.0,233.0,321.0,364.0,11.0,112.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Bulgaria,,74.0,249.0,427.0,608.0,936.0,22.0,111.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Czechia,155.0,126.0,261.0,324.0,521.0,671.0,232.0,12.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Denmark,63.0,108.0,152.0,164.0,31.0,304.0,108.0,52.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Germany,1188.0,2354.0,3084.0,3443.0,4255.0,4481.0,1454.0,1991.0,1352.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Estonia,,44.0,78.0,7.0,138.0,13.0,,39.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Ireland,58.0,91.0,82.0,86.0,154.0,191.0,62.0,73.0,8.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Greece,,155.0,26.0,291.0,346.0,41.0,136.0,8.0,106.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Spain,477.0,1591.0,2484.0,2345.0,2765.0,3135.0,901.0,1988.0,417.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
France,1635.0,1759.0,2034.0,2032.0,3389.0,345.0,1376.0,1365.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Croatia,52.0,,72.0,131.0,10.0,16.0,114.0,44.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Italy,231.0,2213.0,246.0,2136.0,216.0,2507.0,587.0,1046.0,224.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Cyprus,,4.0,61.0,47.0,68.0,,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Latvia,,39.0,53.0,99.0,146.0,254.0,84.0,145.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Lithuania,,75.0,122.0,174.0,395.0,393.0,,47.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Luxembourg,,,,,,,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Hungary,113.0,74.0,166.0,198.0,343.0,611.0,167.0,232.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Malta,,,,,,,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Netherlands,589.0,827.0,932.0,938.0,1283.0,1112.0,429.0,513.0,48.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Austria,79.0,163.0,131.0,228.0,286.0,418.0,157.0,10.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Poland,242.0,506.0,804.0,1176.0,1918.0,228.0,318.0,291.0,184.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Portugal,98.0,512.0,585.0,535.0,549.0,556.0,199.0,379.0,192.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Romania,,93.0,215.0,294.0,866.0,1213.0,311.0,10.0,474.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Slovenia,,,,54.0,69.0,45.0,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Slovakia,42.0,49.0,92.0,154.0,259.0,188.0,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Finland,93.0,112.0,162.0,205.0,317.0,409.0,138.0,10.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Sweden,,,243.0,452.0,616.0,536.0,298.0,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Iceland,,44.0,37.0,,,,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Norway,62.0,87.0,124.0,152.0,222.0,214.0,68.0,54.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Switzerland,105.0,212.0,222.0,194.0,304.0,279.0,124.0,113.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
United Kingdom,2541.0,3412.0,376.0,324.0,4387.0,4292.0,1531.0,2461.0,36.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
Türkiye,,,,,,,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Female
European_Union_27_countries_from_2020,,1684.0,1838.0,1552.0,1461.0,2047.0,516.0,867.0,,Sheet 31,ISCED 0–2,Cities,15-34,Female
European_Union_29_countries_from_2013-2020,,2106.0,2324.0,2022.0,2067.0,2718.0,668.0,1041.0,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Euro_area_19_countries_2015-2022,,1616.0,1644.0,1422.0,1309.0,1755.0,,778.0,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Belgium,,,,5.0,49.0,58.0,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Bulgaria,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Czechia,,,,,,39.0,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Denmark,,48.0,58.0,53.0,58.0,5.0,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Germany,,,,,,622.0,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Estonia,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Ireland,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Greece,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Spain,,265.0,351.0,373.0,356.0,422.0,96.0,24.0,116.0,Sheet 31,ISCED 0–2,Cities,15-34,Female
France,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Croatia,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Italy,,156.0,269.0,107.0,89.0,132.0,,88.0,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Cyprus,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Latvia,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Lithuania,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Luxembourg,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Hungary,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Malta,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Netherlands,42.0,455.0,384.0,291.0,181.0,124.0,38.0,65.0,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Austria,,,,,,65.0,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Poland,,,,,,76.0,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Portugal,,77.0,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Romania,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Slovenia,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Slovakia,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Finland,,,,5.0,51.0,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Sweden,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Iceland,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Norway,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Switzerland,,,,,42.0,44.0,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
United Kingdom,,422.0,485.0,47.0,607.0,671.0,151.0,173.0,,Sheet 31,ISCED 0–2,Cities,15-34,Female
Türkiye,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Female
European_Union_27_countries_from_2020,1421.0,6449.0,7466.0,6634.0,6866.0,8314.0,2196.0,3608.0,1829.0,Sheet 32,ISCED 0–2,Cities,15-74,Female
European_Union_29_countries_from_2013-2020,2002.0,8424.0,9918.0,8677.0,9496.0,10525.0,2842.0,4508.0,2061.0,Sheet 32,ISCED 0–2,Cities,15-74,Female
Euro_area_19_countries_2015-2022,1321.0,6245.0,7018.0,6157.0,6256.0,7197.0,1957.0,3369.0,1695.0,Sheet 32,ISCED 0–2,Cities,15-74,Female
Belgium,44.0,75.0,128.0,147.0,122.0,21.0,61.0,42.0,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Bulgaria,,,,68.0,95.0,139.0,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Czechia,,,45.0,48.0,41.0,88.0,37.0,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Denmark,,61.0,97.0,85.0,121.0,99.0,42.0,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Germany,,1116.0,110.0,963.0,964.0,1388.0,,541.0,702.0,Sheet 32,ISCED 0–2,Cities,15-74,Female
Estonia,,,,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Ireland,,45.0,41.0,,53.0,56.0,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Greece,,62.0,89.0,64.0,113.0,94.0,,,47.0,Sheet 32,ISCED 0–2,Cities,15-74,Female
Spain,193.0,1531.0,1885.0,1704.0,176.0,1971.0,40.0,1167.0,392.0,Sheet 32,ISCED 0–2,Cities,15-74,Female
France,536.0,732.0,857.0,863.0,1103.0,123.0,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Croatia,,,,,,64.0,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Italy,94.0,1215.0,1382.0,934.0,865.0,943.0,193.0,501.0,158.0,Sheet 32,ISCED 0–2,Cities,15-74,Female
Cyprus,,,,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Latvia,,,,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Lithuania,,,,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Luxembourg,,,,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Hungary,,,43.0,,105.0,161.0,38.0,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Malta,,,,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Netherlands,151.0,82.0,816.0,691.0,532.0,432.0,102.0,175.0,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Austria,,79.0,67.0,10.0,11.0,223.0,91.0,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Poland,,,71.0,111.0,101.0,238.0,,78.0,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Portugal,,489.0,537.0,495.0,425.0,508.0,191.0,383.0,136.0,Sheet 32,ISCED 0–2,Cities,15-74,Female
Romania,,,,,79.0,229.0,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Slovenia,,,,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Slovakia,,,,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Finland,,,,71.0,83.0,47.0,37.0,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Sweden,,,,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Iceland,,38.0,,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Norway,,,72.0,75.0,86.0,66.0,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
Switzerland,,68.0,64.0,62.0,127.0,116.0,44.0,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
United Kingdom,581.0,1974.0,2452.0,2043.0,263.0,2211.0,647.0,90.0,232.0,Sheet 32,ISCED 0–2,Cities,15-74,Female
Türkiye,,,,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Female
European_Union_27_countries_from_2020,1239.0,5587.0,6769.0,6151.0,6313.0,7685.0,2014.0,3331.0,171.0,Sheet 33,ISCED 0–2,Cities,20-64,Female
European_Union_29_countries_from_2013-2020,1785.0,7431.0,8936.0,7979.0,8765.0,9708.0,2633.0,4177.0,1916.0,Sheet 33,ISCED 0–2,Cities,20-64,Female
Euro_area_19_countries_2015-2022,1157.0,5426.0,6466.0,5724.0,574.0,6683.0,1797.0,314.0,1585.0,Sheet 33,ISCED 0–2,Cities,20-64,Female
Belgium,43.0,75.0,119.0,147.0,112.0,203.0,55.0,42.0,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Bulgaria,,,,67.0,94.0,132.0,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Czechia,,,42.0,46.0,,71.0,35.0,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Denmark,,,59.0,47.0,98.0,79.0,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Germany,,93.0,99.0,885.0,821.0,1251.0,,,643.0,Sheet 33,ISCED 0–2,Cities,20-64,Female
Estonia,,,,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Ireland,,,,,43.0,48.0,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Greece,,62.0,85.0,63.0,105.0,91.0,,,41.0,Sheet 33,ISCED 0–2,Cities,20-64,Female
Spain,189.0,1499.0,1827.0,1646.0,1736.0,189.0,382.0,1122.0,383.0,Sheet 33,ISCED 0–2,Cities,20-64,Female
France,502.0,673.0,813.0,816.0,1053.0,1175.0,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Croatia,,,,,,64.0,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Italy,73.0,114.0,1354.0,911.0,819.0,872.0,184.0,498.0,153.0,Sheet 33,ISCED 0–2,Cities,20-64,Female
Cyprus,,,,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Latvia,,,,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Lithuania,,,,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Luxembourg,,,,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Hungary,,,,,102.0,156.0,38.0,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Malta,,,,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Netherlands,99.0,425.0,56.0,556.0,376.0,345.0,83.0,123.0,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Austria,,75.0,63.0,94.0,101.0,205.0,91.0,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Poland,,,57.0,111.0,10.0,204.0,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Portugal,,45.0,515.0,465.0,41.0,485.0,182.0,357.0,131.0,Sheet 33,ISCED 0–2,Cities,20-64,Female
Romania,,,,,79.0,224.0,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Slovenia,,,,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Slovakia,,,,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Finland,,,,36.0,54.0,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Sweden,,,,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Iceland,,,,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Norway,,,51.0,62.0,6.0,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
Switzerland,,51.0,57.0,48.0,115.0,88.0,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
United Kingdom,546.0,1845.0,2167.0,1828.0,2452.0,2023.0,618.0,846.0,206.0,Sheet 33,ISCED 0–2,Cities,20-64,Female
Türkiye,,,,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Female
European_Union_27_countries_from_2020,,1986.0,2598.0,219.0,2419.0,3022.0,742.0,1084.0,606.0,Sheet 34,ISCED 0–2,Cities,35-49,Female
European_Union_29_countries_from_2013-2020,592.0,2462.0,3283.0,2733.0,3258.0,3544.0,1014.0,1365.0,68.0,Sheet 34,ISCED 0–2,Cities,35-49,Female
Euro_area_19_countries_2015-2022,,1907.0,2459.0,2013.0,2238.0,2567.0,636.0,1033.0,552.0,Sheet 34,ISCED 0–2,Cities,35-49,Female
Belgium,,38.0,38.0,4.0,42.0,77.0,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Bulgaria,,,,,,85.0,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Czechia,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Denmark,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Germany,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Estonia,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Ireland,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Greece,,,39.0,,43.0,38.0,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Spain,81.0,594.0,742.0,617.0,781.0,729.0,123.0,348.0,107.0,Sheet 34,ISCED 0–2,Cities,35-49,Female
France,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Croatia,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Italy,,392.0,463.0,35.0,313.0,312.0,85.0,167.0,84.0,Sheet 34,ISCED 0–2,Cities,35-49,Female
Cyprus,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Latvia,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Lithuania,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Luxembourg,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Hungary,,,,,55.0,7.0,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Malta,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Netherlands,,87.0,173.0,112.0,154.0,134.0,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Austria,,,,55.0,52.0,93.0,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Poland,,,,,,72.0,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Portugal,,135.0,218.0,189.0,159.0,215.0,,173.0,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Romania,,,,,,89.0,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Slovenia,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Slovakia,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Finland,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Sweden,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Iceland,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Norway,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Switzerland,,,,,67.0,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
United Kingdom,128.0,476.0,685.0,543.0,839.0,522.0,273.0,28.0,,Sheet 34,ISCED 0–2,Cities,35-49,Female
Türkiye,,,,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Female
European_Union_27_countries_from_2020,771.0,2779.0,303.0,2892.0,2986.0,3244.0,938.0,1657.0,893.0,Sheet 35,ISCED 0–2,Cities,50-74,Female
European_Union_29_countries_from_2013-2020,1149.0,3855.0,4312.0,3922.0,4171.0,4262.0,116.0,2103.0,992.0,Sheet 35,ISCED 0–2,Cities,50-74,Female
Euro_area_19_countries_2015-2022,719.0,2722.0,2915.0,2723.0,2708.0,2875.0,859.0,1558.0,859.0,Sheet 35,ISCED 0–2,Cities,50-74,Female
Belgium,,,6.0,57.0,,75.0,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Bulgaria,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Czechia,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Denmark,,,,,42.0,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Germany,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Estonia,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Ireland,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Greece,,,,37.0,59.0,53.0,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Spain,108.0,671.0,791.0,714.0,623.0,82.0,181.0,578.0,168.0,Sheet 35,ISCED 0–2,Cities,50-74,Female
France,,,,,559.0,539.0,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Croatia,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Italy,57.0,667.0,649.0,477.0,463.0,499.0,92.0,245.0,6.0,Sheet 35,ISCED 0–2,Cities,50-74,Female
Cyprus,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Latvia,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Lithuania,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Luxembourg,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Hungary,,,,,,6.0,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Malta,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Netherlands,83.0,278.0,259.0,288.0,197.0,174.0,54.0,84.0,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Austria,,,,,,65.0,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Poland,,,,,8.0,91.0,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Portugal,,277.0,272.0,283.0,219.0,237.0,11.0,178.0,9.0,Sheet 35,ISCED 0–2,Cities,50-74,Female
Romania,,,,,,85.0,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Slovenia,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Slovakia,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Finland,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Sweden,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Iceland,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Norway,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Switzerland,,44.0,,,,4.0,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
United Kingdom,378.0,1076.0,1282.0,103.0,1185.0,1018.0,222.0,446.0,,Sheet 35,ISCED 0–2,Cities,50-74,Female
Türkiye,,,,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Female
European_Union_27_countries_from_2020,886.0,4615.0,6127.0,6612.0,9138.0,9898.0,2568.0,2997.0,2107.0,Sheet 36,ISCED 3–4,Cities,15-34,Female
European_Union_29_countries_from_2013-2020,1293.0,6195.0,8331.0,8287.0,11396.0,12195.0,3382.0,4103.0,2235.0,Sheet 36,ISCED 3–4,Cities,15-34,Female
Euro_area_19_countries_2015-2022,764.0,3924.0,515.0,5162.0,6919.0,7129.0,1954.0,2551.0,1664.0,Sheet 36,ISCED 3–4,Cities,15-34,Female
Belgium,,72.0,109.0,13.0,14.0,137.0,58.0,51.0,,Sheet 36,ISCED 3–4,Cities,15-34,Female
Bulgaria,,,91.0,144.0,247.0,328.0,62.0,,,Sheet 36,ISCED 3–4,Cities,15-34,Female
Czechia,,53.0,96.0,142.0,204.0,269.0,87.0,,,Sheet 36,ISCED 3–4,Cities,15-34,Female
Denmark,,89.0,10.0,115.0,163.0,149.0,45.0,5.0,,Sheet 36,ISCED 3–4,Cities,15-34,Female
Germany,,1416.0,1568.0,1893.0,2539.0,2992.0,905.0,814.0,957.0,Sheet 36,ISCED 3–4,Cities,15-34,Female
Estonia,,,,48.0,39.0,47.0,,,,Sheet 36,ISCED 3–4,Cities,15-34,Female
Ireland,,52.0,8.0,58.0,108.0,113.0,,47.0,83.0,Sheet 36,ISCED 3–4,Cities,15-34,Female
Greece,,38.0,123.0,13.0,92.0,171.0,41.0,41.0,53.0,Sheet 36,ISCED 3–4,Cities,15-34,Female
Spain,,369.0,495.0,458.0,672.0,657.0,83.0,372.0,203.0,Sheet 36,ISCED 3–4,Cities,15-34,Female
France,,58.0,87.0,814.0,1295.0,1058.0,,529.0,,Sheet 36,ISCED 3–4,Cities,15-34,Female
Croatia,,,,,81.0,95.0,48.0,,,Sheet 36,ISCED 3–4,Cities,15-34,Female
Italy,36.0,417.0,636.0,439.0,508.0,525.0,128.0,221.0,113.0,Sheet 36,ISCED 3–4,Cities,15-34,Female
Cyprus,,,,,,,,,,Sheet 36,ISCED 3–4,Cities,15-34,Female
Latvia,,,,,93.0,47.0,,,,Sheet 36,ISCED 3–4,Cities,15-34,Female
Lithuania,,,,45.0,96.0,78.0,,,,Sheet 36,ISCED 3–4,Cities,15-34,Female
Luxembourg,,,,,,,,,,Sheet 36,ISCED 3–4,Cities,15-34,Female
Hungary,,36.0,63.0,81.0,185.0,386.0,123.0,52.0,,Sheet 36,ISCED 3–4,Cities,15-34,Female
Malta,,,,,,,,,,Sheet 36,ISCED 3–4,Cities,15-34,Female
Netherlands,145.0,549.0,697.0,59.0,558.0,558.0,167.0,255.0,48.0,Sheet 36,ISCED 3–4,Cities,15-34,Female
Austria,,,122.0,127.0,207.0,223.0,123.0,63.0,,Sheet 36,ISCED 3–4,Cities,15-34,Female
Poland,,298.0,358.0,562.0,662.0,876.0,114.0,98.0,,Sheet 36,ISCED 3–4,Cities,15-34,Female
Portugal,,187.0,215.0,179.0,22.0,205.0,,,85.0,Sheet 36,ISCED 3–4,Cities,15-34,Female
Romania,,,12.0,191.0,461.0,498.0,105.0,,351.0,Sheet 36,ISCED 3–4,Cities,15-34,Female
Slovenia,,,,,,,,,,Sheet 36,ISCED 3–4,Cities,15-34,Female
